plateifu,cd_re,cd_im,g2_re,g2_im,j3o_re,j3o_im,sl2_re,sl2_im
8934-3701,3.00512908e-1,-8.05275860e-2,9.16901189e-1,-2.69099838e-1,8.57034654e-1,-2.62180383e-1,5.58379416e-2,-1.76015489e-2
8934-3703,8.78212079e0,1.15321480e0,2.43403591e1,4.10598502e0,1.96080146e1,4.45091391e0,1.70398975e0,2.25766575e-1
8934-3704,1.35963845e0,1.57165807e-1,3.82497333e0,5.83293439e-1,3.15686269e0,6.71283047e-1,2.62543540e-1,2.83225847e-2
8934-6101,8.15048731e-1,2.20598860e-1,2.18809833e0,7.71568605e-1,1.66241002e0,8.12338905e-1,1.60310875e-1,4.46710641e-2
8934-6102,4.13065910e-1,6.53254332e-1,5.70233580e-1,2.13406670e0,-3.17914121e-1,2.00005638e0,9.39356396e-2,1.47602574e-1
8934-6104,3.66546339e0,6.44395933e-1,9.98982836e0,2.22440259e0,7.82647902e0,2.29911420e0,7.14497233e-1,1.33270204e-1
8934-9101,2.09885626e0,1.43158367e0,4.68220127e0,4.44046812e0,2.44668529e0,3.89852532e0,4.07512787e-1,3.40656329e-1
8934-9102,2.20605136e0,8.68366845e-1,5.74871300e0,3.02102909e0,4.11482238e0,3.15631460e0,4.38878842e-1,1.77375603e-1
8935-12702,1.14201202e0,5.51516115e-1,2.67214944e0,1.57307280e0,1.64042801e0,1.20316173e0,2.11266340e-1,1.41162279e-1
8935-1901,5.50824328e0,2.03711087e0,1.45167688e1,7.14914164e0,1.06173221e1,7.57197380e0,1.09269596e0,4.09761909e-1
8935-1902,9.38255273e0,1.89455063e0,2.57744028e1,6.75227272e0,2.04226236e1,7.32969630e0,1.82873847e0,3.70229124e-1
8935-3701,1.87859146e0,8.32161045e-1,4.62854468e0,2.73680261e0,2.96968334e0,2.60779867e0,3.75922876e-1,1.85757000e-1
8935-3702,1.45981625e0,4.66542573e-1,3.87506393e0,1.62689776e0,2.88117698e0,1.70659267e0,2.88228835e-1,9.48902271e-2
8935-3703,-2.69433498e-1,4.87826714e-2,-8.86783062e-1,1.01042235e-1,-8.89956265e-1,-5.57330958e-3,-5.02741397e-2,1.68922315e-2
8935-3704,4.61140783e0,1.76300870e0,1.19890456e1,6.07363056e0,8.56857222e0,6.25411514e0,9.15339634e-1,3.65953343e-1
8935-6101,1.83511052e0,7.96561217e-1,4.60326700e0,2.64698900e0,3.08055159e0,2.57781800e0,3.64611453e-1,1.74668965e-1
8935-6103,7.89567044e-1,2.30869561e-1,2.08317632e0,7.81675681e-1,1.54106703e0,7.84538284e-1,1.55144083e-1,4.92240638e-2
8935-6104,1.69096484e-2,1.07587159e-1,-3.84030676e-2,3.59079639e-1,-1.48065506e-1,3.50033673e-1,5.48822854e-3,2.35274435e-2
8935-9101,7.11234632e-1,1.43474806e-1,1.95158827e0,5.11773147e-1,1.54211021e0,5.55387465e-1,1.38821142e-1,2.80267172e-2
8935-9102,1.89983341e0,8.36098502e-1,4.70456320e0,2.72008747e0,3.08467216e0,2.56219123e0,3.75817600e-1,1.88719898e-1
8936-12703,-5.71770757e-1,-3.58409675e-1,-1.32079940e0,-1.16657302e0,-7.24165959e-1,-1.09606432e0,-1.15294139e-1,-8.10042263e-2
8936-12705,3.82480766e-1,2.00433283e-1,9.45648876e-1,6.82776571e-1,6.04165283e-1,6.89588190e-1,7.72200794e-2,4.24146754e-2
8936-1902,4.61667125e-2,6.08159801e-2,9.52914433e-2,2.11886106e-1,2.98040501e-2,2.21710758e-1,1.00045464e-2,1.23967761e-2
8936-3701,1.20437089e0,8.42821646e-3,3.43102277e0,4.50233603e-2,2.89698344e0,7.44328356e-2,2.30764142e-1,6.88468193e-5
8936-3702,6.39893390e-1,3.20315561e-1,1.61811854e0,1.11381722e0,1.08075262e0,1.16042060e0,1.29154123e-1,6.55789482e-2
8936-6101,4.44896808e0,4.19542018e-1,1.24125902e1,1.50662475e0,1.01157721e1,1.65497255e0,8.60721190e-1,8.07856507e-2
8936-6103,1.07283309e0,4.96268980e-1,2.71797143e0,1.70177239e0,1.83635672e0,1.73782319e0,2.15000063e-1,1.03868827e-1
8936-6104,-4.58542056e-1,-3.20815425e-1,-1.03777680e0,-1.06308275e0,-5.23203910e-1,-1.02499020e0,-9.42691410e-2,-7.08701051e-2
8936-9101,1.93878652e-1,1.79779875e-1,3.82171944e-1,5.66944072e-1,1.13678900e-1,5.04668936e-1,3.94965299e-2,4.23144900e-2
8936-9102,2.94953489e-1,4.00902411e-1,4.22437875e-1,1.07483013e0,-4.78284907e-2,7.54431843e-1,4.21855833e-2,1.05282365e-1
8937-12702,7.69286378e-2,7.11671393e-2,1.71871267e-1,2.44015882e-1,8.09712271e-2,2.49644765e-1,1.60309480e-2,1.48730341e-2
8937-12704,-6.02326895e-1,-3.90984336e-1,-1.38687068e0,-1.28343870e0,-7.47582115e-1,-1.22155697e0,-1.22210768e-1,-8.74030766e-2
8937-1901,-5.19992406e-1,-2.27464484e-1,-1.32477475e0,-7.79181521e-1,-9.06732953e-1,-7.94396356e-1,-1.03963506e-1,-4.76890505e-2
8937-1902,7.71169558e-1,2.88185953e-2,2.18765992e0,1.10867419e-1,1.83455776e0,1.34389757e-1,1.48024168e-1,4.76849555e-3
8937-3701,2.60286615e0,5.58295726e-1,7.13519949e0,1.98639602e0,5.63280286e0,2.15077093e0,5.07713532e-1,1.09448758e-1
8937-3702,6.66874109e0,1.74779149e0,1.78824276e1,6.06087842e0,1.35840161e1,6.30974342e0,1.30901016e0,3.58638622e-1
8937-3703,-7.71513682e-1,-1.28335246e-1,-2.13603636e0,-4.60058128e-1,-1.71661211e0,-5.03951012e-1,-1.49845185e-1,-2.47981679e-2
8937-3704,2.73722518e0,7.48137528e-1,7.33401452e0,2.60852702e0,5.55476860e0,2.73594778e0,5.38294193e-1,1.52191603e-1
8937-6101,4.72612630e-1,3.03691453e-1,1.09290614e0,9.95943581e-1,5.98082358e-1,9.49121373e-1,9.54588895e-2,6.78280337e-2
8937-6103,-4.85195198e-1,-2.62484302e-1,-1.18466535e0,-8.85900454e-1,-7.36970091e-1,-8.81750492e-1,-9.80238191e-2,-5.63521434e-2
8937-6104,-4.17348961e-1,-1.96099610e-1,-1.04657658e0,-6.68125661e-1,-6.91351482e-1,-6.74818383e-1,-8.38811959e-2,-4.14925557e-2
8938-12701,1.59051054e-1,2.46795309e-1,1.94379879e-1,6.30187836e-1,-7.47090362e-2,4.08996644e-1,1.76273693e-2,6.54339078e-2
8938-12703,-5.15620937e-2,-5.52361860e-2,-8.85560867e-2,-1.68100138e-1,-5.10373547e-3,-1.39395906e-1,-1.04951536e-2,-1.35975137e-2
8938-12704,4.44592744e-1,4.47133462e-1,8.32538717e-1,1.39349447e0,1.77521011e-1,1.21670790e0,9.01546954e-2,1.06639385e-1
8938-1901,6.49832111e0,1.01869469e0,1.79739968e1,3.63824209e0,1.44221481e1,3.96227739e0,1.26245402e0,1.98274574e-1
8938-1902,-2.79879933e-1,-1.01750032e-1,-7.39247702e-1,-3.57935612e-1,-5.42665623e-1,-3.80290699e-1,-5.55208640e-2,-2.03882214e-2
8938-3704,8.44332816e-1,5.00022389e-2,2.37066572e0,1.81572752e-1,1.95374434e0,2.02912995e-1,1.62838074e-1,9.41474328e-3
8938-6102,-5.87468085e-1,-4.35183306e-1,-1.30762047e0,-1.43663119e0,-6.26202712e-1,-1.37736753e0,-1.20933011e-1,-9.66241953e-2
8938-6103,1.20879497e0,6.50307786e-1,2.95325205e0,2.19041350e0,1.84270700e0,2.17321623e0,2.43910797e-1,1.40045040e-1
8938-6104,1.23039547e0,4.21642022e-1,3.19942428e0,1.42740731e0,2.29819855e0,1.43108575e0,2.43100771e-1,8.99643990e-2
8938-9101,2.56765331e-1,3.44533482e-1,3.64294885e-1,9.22898312e-1,-5.21310647e-2,6.39270177e-1,3.77560803e-2,9.09588092e-2
8938-9102,9.90006645e-2,-5.35812320e-2,3.63414162e-1,-1.42929277e-1,4.01605628e-1,-8.31107870e-2,1.84108092e-2,-1.51381732e-2
8939-12701,-7.30918108e-1,-1.73206741e-1,-1.99883017e0,-6.17900521e-1,-1.57009870e0,-6.71668038e-1,-1.42803138e-1,-3.37884323e-2
8939-12702,-1.54823293e-1,-1.55778600e-1,-2.69479478e-1,-4.66437200e-1,-2.50596404e-2,-3.74487456e-1,-3.11549355e-2,-3.90314730e-2
8939-12705,1.60657097e-2,8.97041613e-2,-2.68334457e-2,3.00085242e-1,-1.20201002e-1,2.93508793e-1,5.02202897e-3,1.95537757e-2
8939-1901,1.68889196e1,2.71980621e0,4.67914466e1,9.74733516e0,3.76529673e1,1.06729947e1,3.27891987e0,5.25821337e-1
8939-1902,1.61555501e-1,1.64212138e-1,3.34162468e-1,5.55221598e-1,1.11455876e-1,5.52978017e-1,3.44651096e-2,3.52024105e-2
8939-3701,1.88198061e-1,2.88395665e-2,5.29263576e-1,1.06309202e-1,4.36729792e-1,1.21372868e-1,3.63274946e-2,5.26587748e-3
8939-3702,-1.93657480e-1,-8.59760887e-2,-5.00098227e-1,-3.00799345e-1,-3.50196177e-1,-3.16935976e-1,-3.87493489e-2,-1.73933536e-2
8939-3703,1.26545600e1,5.05501732e0,3.26515118e1,1.74129146e1,2.29347736e1,1.79091413e1,2.52222472e0,1.05014362e0
8939-3704,-2.30654256e-1,-1.06278044e-1,-5.75561934e-1,-3.59015082e-1,-3.76839337e-1,-3.57549891e-1,-4.63388991e-2,-2.27967720e-2
8939-6101,-8.74153672e-2,2.41357144e-2,-2.89766024e-1,6.12765835e-2,-2.92310603e-1,2.81164219e-2,-1.63739983e-2,7.18575182e-3
8939-6102,-6.18495125e-1,-3.08954781e-1,-1.54224723e0,-1.05530460e0,-1.00450741e0,-1.07036361e0,-1.24628288e-1,-6.50989455e-2
8939-6103,-1.50748307e-2,-1.19362598e-1,2.78601050e-2,-4.13849666e-1,1.21892100e-1,-4.29692227e-1,-5.09466664e-3,-2.45376467e-2
8939-9102,1.13580812e-1,-1.03654815e-1,4.79660064e-1,-2.85108087e-1,5.92462992e-1,-1.78334721e-1,1.98565683e-2,-2.86739891e-2
8940-12703,-2.06235912e-1,-8.45525659e-2,-5.25348292e-1,-2.83757641e-1,-3.62814577e-1,-2.80984497e-1,-4.08626198e-2,-1.82637583e-2
8940-12704,7.22769422e-1,1.63484663e-2,2.08821420e0,1.24149082e-1,1.76990744e0,2.13043766e-1,1.42475558e-1,-2.07272182e-3
8940-1901,1.49219653e0,1.01143780e0,3.44407986e0,3.37170837e0,1.84578798e0,3.28682645e0,3.05275050e-1,2.21341742e-1
8940-3702,4.60504756e-1,2.20317935e-1,1.15150155e0,7.57392150e-1,7.49981043e-1,7.71038958e-1,9.34522467e-2,4.61766017e-2
8940-3703,1.73386041e-1,1.50621562e-1,3.59630492e-1,4.83735640e-1,1.35727691e-1,4.44824909e-1,3.53982325e-2,3.46257151e-2
8940-3704,-3.91049349e-1,-1.39671057e-1,-1.02183048e0,-4.81466989e-1,-7.37561597e-1,-4.96010053e-1,-7.75238023e-2,-2.89717729e-2
8940-6101,-1.85314761e-1,-3.57253564e-2,-5.13805496e-1,-1.30353026e-1,-4.12818503e-1,-1.46244502e-1,-3.60811274e-2,-6.67723166e-3
8940-6103,3.73042048e0,1.07294695e0,9.91115444e0,3.61913873e0,7.45941457e0,3.64167410e0,7.26792384e-1,2.28580183e-1
8940-6104,8.45020177e-1,3.47434436e-1,2.17190247e0,1.19585892e0,1.51293944e0,1.22833898e0,1.68658215e-1,7.22738599e-2
8940-9101,-8.38497719e-2,-7.91826280e-2,-1.55458482e-1,-2.39282596e-1,-3.31344229e-2,-1.97075328e-1,-1.66961045e-2,-1.95727883e-2
8940-9102,2.35572198e0,2.83832181e-1,6.59591931e0,1.06656144e0,5.38126276e0,1.23200345e0,4.58319625e-1,5.05134865e-2
8941-12701,-4.03755577e-1,-3.92191574e-1,-7.40798856e-1,-1.16158384e0,-1.62441300e-1,-9.31950718e-1,-7.74998189e-2,-9.83254270e-2
8941-12702,-5.80206690e-2,6.61462264e-2,-2.20806416e-1,1.88410100e-3,-1.41905347e-1,-1.65756937e-1,-3.82310596e-2,2.21672115e-2
8941-12703,-6.33812513e-1,-5.59569178e-1,-1.27460853e0,-1.71950543e0,-4.32873849e-1,-1.48963882e0,-1.22981496e-1,-1.31225790e-1
8941-1902,7.73916316e-1,-2.04954335e-2,2.20244855e0,-6.85487368e-2,1.85780608e0,-6.65832364e-2,1.48237778e-1,-4.48382763e-3
8941-3701,-3.54647232e-1,-4.24453296e-2,-1.00730533e0,-1.62207106e-1,-8.43814483e-1,-1.94192200e-1,-6.82772193e-2,-7.16107136e-3
8941-3703,-2.52731991e-1,2.54342476e-2,-8.46203314e-1,-3.20060965e-2,-8.30539899e-1,-2.11375958e-1,-5.08649272e-2,1.66368896e-2
8941-3704,-5.56309704e-1,-2.72097850e-1,-1.39550180e0,-9.32632293e-1,-9.20777200e-1,-9.51243276e-1,-1.11965345e-1,-5.70083984e-2
8941-6101,1.98391572e-1,1.52080272e-1,4.33101182e-1,5.04628192e-1,1.90254839e-1,4.82732075e-1,4.17174216e-2,3.38313238e-2
8941-6103,-3.22563423e-1,1.03840538e-1,-1.10286714e0,2.72069976e-1,-1.15647989e0,1.39080522e-1,-5.90015661e-2,3.02341452e-2
8941-6104,-5.78644784e-1,-3.28308978e-1,-1.39241504e0,-1.10159413e0,-8.36069413e-1,-1.08517054e0,-1.17299059e-1,-7.11597172e-2
8941-9101,2.24138337e-1,6.30045207e-1,-1.07492348e-1,1.86815317e0,-9.86235923e-1,1.45284735e0,5.15863530e-2,1.60298355e-1
8941-9102,6.88943466e-1,4.05802641e-1,1.67426006e0,1.38233280e0,1.02465465e0,1.39628221e0,1.39857940e-1,8.58689564e-2
8942-12701,1.61789728e-1,6.84628866e-2,4.27079582e-1,2.00388116e-1,3.43845511e-1,1.81346285e-1,2.71033046e-2,1.60375199e-2
8942-12703,-5.53058369e-1,-1.70944907e-1,-1.49549038e0,-6.15193511e-1,-1.14508066e0,-6.75559262e-1,-1.09100403e-1,-3.28661350e-2
8942-12705,-3.60800802e-1,-4.66670734e-1,-5.30246320e-1,-1.27785948e0,5.79033349e-2,-9.16164834e-1,-5.71094954e-2,-1.21848661e-1
8942-1901,-2.21081731e-2,4.22223434e-2,-1.16661241e-1,1.24605626e-1,-1.64698688e-1,9.43339695e-2,-3.38018722e-3,1.08638601e-2
8942-3701,1.42670304e0,3.87806903e-1,3.86386463e0,1.37500766e0,2.98069710e0,1.48001891e0,2.79912273e-1,7.65519083e-2
8942-3702,-8.75374295e-2,-2.06222339e-1,-1.25252091e-1,-7.16034174e-1,6.71031861e-2,-7.45124292e-1,-2.06789775e-2,-4.22894118e-2
8942-3703,-8.33101351e-1,-5.26715969e-1,-1.94616793e0,-1.75092424e0,-1.08288027e0,-1.69943536e0,-1.69646680e-1,-1.15723114e-1
8942-3704,1.24979896e-1,2.03095122e-1,1.30846145e-1,5.79410731e-1,-1.34962337e-1,4.31231000e-1,2.28165156e-2,5.27893774e-2
8942-6101,-1.02501402e-1,4.93337384e-2,-3.70873459e-1,1.31529557e-1,-4.07029175e-1,7.43808701e-2,-1.87848683e-2,1.40406369e-2
8942-6102,-4.98364201e-1,-2.97484671e-1,-1.17837181e0,-9.83744225e-1,-6.82516077e-1,-9.48368220e-1,-1.00663906e-1,-6.57850766e-2
8942-6103,-6.86488259e-1,-4.19491699e-1,-1.62982353e0,-1.40683364e0,-9.44636176e-1,-1.38573954e0,-1.39585799e-1,-9.09443756e-2
8942-6104,-7.92006007e-1,-3.88183338e-1,-1.99412196e0,-1.33530814e0,-1.32584661e0,-1.36990024e0,-1.59319773e-1,-8.08446532e-2
8942-9101,-7.70484351e-2,2.65232414e-2,-2.70623891e-1,4.12186821e-2,-2.71623825e-1,-2.33517256e-2,-1.67740204e-2,9.74832636e-3
8942-9102,-2.78745267e-1,-2.66778769e-1,-5.32233525e-1,-7.06302960e-1,-2.08875895e-1,-4.99352068e-1,-4.08766197e-2,-6.93678339e-2
8943-12701,-4.16020085e-1,-4.24191190e-1,-7.39680909e-1,-1.27333108e0,-1.07112255e-1,-1.03818891e0,-8.21518933e-2,-1.05458168e-1
8943-12702,-1.82175927e-2,7.52664591e-2,-1.22017967e-1,1.36259973e-1,-1.60366876e-1,3.54455276e-2,-1.59158243e-2,1.74949257e-2
8943-12703,7.61424462e-3,4.55753401e-2,-5.97142438e-2,1.06947868e-1,-1.24162451e-1,2.66422556e-2,2.11725566e-3,1.64182988e-2
8943-12705,-2.56521836e-1,-3.64812861e-1,-4.25439765e-1,-1.20621876e0,4.26087116e-2,-1.15797619e0,-5.64772819e-2,-8.08750780e-2
8943-1901,7.49332505e-1,2.57342350e-1,2.00018386e0,9.10030799e-1,1.49984480e0,9.75579591e-1,1.47961367e-1,5.10448220e-2
8943-1902,4.08354509e0,7.12793395e-1,1.13098172e1,2.55813837e0,9.09459125e0,2.80722737e0,7.93005811e-1,1.37423674e-1
8943-3702,2.52761916e0,4.00743397e-1,6.98957367e0,1.43175414e0,5.60568814e0,1.56012752e0,4.91126024e-1,7.79457262e-2
8943-3703,-4.52991597e-1,-1.57912225e-1,-1.19620355e0,-5.52396916e-1,-8.79125349e-1,-5.82134020e-1,-8.97245886e-2,-3.19467636e-2
8943-6102,-5.06930462e-1,-3.40570975e-1,-1.16505870e0,-1.13144996e0,-6.16807979e-1,-1.09628830e0,-1.03779517e-1,-7.49248794e-2
8943-6103,-4.85323796e-1,-3.65254144e-1,-1.03870683e0,-1.15247089e0,-4.55715753e-1,-1.02744151e0,-9.76290963e-2,-8.58935840e-2
8943-6104,2.95012590e-1,2.49351510e-2,8.32872789e-1,9.25797298e-2,6.92507622e-1,1.06867829e-1,5.67807644e-2,4.48065649e-3
8943-9101,-1.63886663e-1,3.06866924e-2,-5.86005134e-1,-5.89480271e-3,-6.03433046e-1,-1.69662788e-1,-3.39571978e-2,1.68188301e-2
8943-9102,-1.19202335e-1,-2.30651492e-1,-7.40228626e-2,-6.76077741e-1,2.46059147e-1,-5.19748006e-1,-2.44869378e-2,-5.90655973e-2
8944-12701,1.40185008e-1,1.39205220e-1,2.82536318e-1,4.64637624e-1,8.19617772e-2,4.52274847e-1,2.99831854e-2,3.04704347e-2
8944-12702,2.65124309e-1,2.62531011e-1,4.99395947e-1,7.30959544e-1,1.69663057e-1,5.54074142e-1,4.30749925e-2,6.71232042e-2
8944-12705,-8.39888638e-2,-1.19461892e-1,-9.64139774e-2,-3.00051420e-1,5.28255138e-2,-1.72417656e-1,-1.14122355e-2,-3.34948932e-2
8944-1901,-9.44320785e-1,-4.76135238e-1,-2.35903230e0,-1.63139151e0,-1.54151480e0,-1.66285303e0,-1.90329896e-1,-9.98217619e-2
8944-1902,8.99699438e-1,8.27052936e-1,1.79466773e0,2.68137056e0,5.20700283e-1,2.48493716e0,1.89214123e-1,1.88664096e-1
8944-3701,-4.27326592e-1,-3.07350412e-1,-9.32721010e-1,-9.78488813e-1,-4.34245768e-1,-8.84412775e-1,-8.63185150e-2,-7.15550261e-2
8944-6101,-7.28099668e-2,1.10356703e-2,-2.36693689e-1,-7.77962269e-3,-2.14758298e-1,-6.02296448e-2,-1.70811072e-2,5.57416068e-3
8944-6103,2.21985259e-1,3.94773208e-1,1.39423741e-1,9.41165102e-1,-3.14386733e-1,4.48598714e-1,2.41729532e-2,1.15880759e-1
8944-6104,-3.19531202e-1,-1.95933461e-1,-7.41910703e-1,-6.41423798e-1,-4.09853578e-1,-6.07283233e-1,-6.47049571e-2,-4.39843922e-2
8944-9101,-3.20421618e-1,-1.82236005e-1,-7.58506876e-1,-5.87965063e-1,-4.49632472e-1,-5.48257135e-1,-6.35157631e-2,-4.14732501e-2
8944-9102,-8.31338339e-2,7.98538143e-2,-3.58406268e-1,1.84708468e-1,-4.22548803e-1,6.61898040e-2,-1.81326319e-2,2.45392765e-2
8945-12703,7.54583352e-2,2.43210666e-1,-9.17720019e-2,5.40037566e-1,-3.26350881e-1,2.06736722e-1,-1.84051859e-3,7.29425803e-2
8945-1901,7.00121439e-1,5.55679630e-1,1.57491936e0,1.88472501e0,7.60725509e-1,1.88733799e0,1.45921268e-1,1.18512580e-1
8945-1902,1.26229623e1,1.17280656e0,3.53093932e1,4.22891949e0,2.89082972e1,4.67512611e0,2.43899914e0,2.23996585e-1
8945-3701,2.57763916e0,5.10261072e-1,7.09213156e0,1.82090004e0,5.63587696e0,1.98068010e0,5.02033339e-1,9.94668119e-2
8945-3703,-2.26997763e-1,-1.57289682e-1,-5.07181716e-1,-5.13927516e-1,-2.47690823e-1,-4.84014792e-1,-4.65154471e-2,-3.54439523e-2
8945-3704,1.59446110e0,1.38435333e-1,4.46256019e0,4.99149028e-1,3.65725995e0,5.51786155e-1,3.07986327e-1,2.64421567e-2
8945-6101,-4.42790819e-1,-3.09175437e-1,-9.87918092e-1,-1.00400340e0,-4.85119894e-1,-9.37381081e-1,-9.02026302e-2,-7.01950136e-2
8945-6102,1.68307010e0,4.26054844e-1,4.59610507e0,1.52131657e0,3.59994287e0,1.65594197e0,3.29111188e-1,8.29701144e-2
8945-6103,9.79587362e-1,4.45256585e-1,2.50278548e0,1.53949665e0,1.71855569e0,1.59265111e0,1.96162098e-1,9.19239073e-2
8945-6104,5.95822034e-1,8.14417865e-2,1.68170408e0,3.05132168e-1,1.39460551e0,3.55869679e-1,1.14978801e-1,1.43732560e-2
8945-9101,-7.60537525e-1,-4.21068161e-1,-1.85864522e0,-1.42897348e0,-1.15568846e0,-1.43460775e0,-1.53938609e-1,-8.96368470e-2
8946-12703,2.81018610e-1,-4.70046993e-2,8.39987254e-1,-1.47086633e-1,7.57625368e-1,-1.28423859e-1,5.33051020e-2,-1.11990861e-2
8946-12704,-2.15395353e-1,-1.45232651e-1,-4.68860281e-1,-4.40381542e-1,-2.39956227e-1,-3.64196723e-1,-4.22817992e-2,-3.70567136e-2
8946-12705,-5.59067163e-1,-2.46682851e-1,-1.43741272e0,-8.57802672e-1,-9.98707762e-1,-8.95188227e-1,-1.11891660e-1,-5.04417595e-2
8946-1901,3.73149399e-1,1.60505670e-1,9.75290181e-1,5.64635828e-1,7.00662930e-1,6.00312385e-1,7.43159028e-2,3.21452524e-2
8946-1902,1.56873540e0,3.11584933e-1,4.32953618e0,1.11688469e0,3.45909613e0,1.22328370e0,3.05172832e-1,6.02171180e-2
8946-3701,-7.74505790e-1,-5.57296840e-1,-1.71530175e0,-1.80551267e0,-8.25476676e-1,-1.68113817e0,-1.57529409e-1,-1.26833924e-1
8946-3704,-7.43833757e-1,-3.01809731e-1,-1.93795552e0,-1.05414735e0,-1.38486783e0,-1.10805982e0,-1.48153113e-1,-6.12296300e-2
8946-6101,-1.70450712e-1,-1.35295158e-1,-3.57558943e-1,-4.35132774e-1,-1.38267439e-1,-3.97661904e-1,-3.52684430e-2,-3.12058545e-2
8946-6102,8.35854999e-1,4.15532067e-1,2.07869264e0,1.40702995e0,1.35228108e0,1.40882045e0,1.67859414e-1,8.87208598e-2
8946-6103,-1.37356774e-1,7.18551742e-3,-4.07852112e-1,1.65510927e-2,-3.65472652e-1,3.07698581e-3,-2.59797134e-2,2.33931999e-3
8946-6104,1.47655795e0,-2.91023430e-2,4.19946764e0,-9.34474130e-2,3.53796225e0,-8.37071062e-2,2.82971947e-1,-6.77579513e-3
8946-9101,-1.26755880e-2,9.62961611e-3,-4.64795322e-2,3.01327360e-2,-5.25847611e-2,2.58158875e-2,-2.19796361e-3,2.31714248e-3
8947-12702,-3.38048853e-1,8.45898570e-2,-1.20731925e0,1.37842396e-2,-1.20403668e0,-3.53748878e-1,-7.67707002e-2,4.12930620e-2
8947-1901,-7.24472269e-1,-2.83321013e-1,-1.90371285e0,-9.95382835e-1,-1.38350518e0,-1.05603580e0,-1.43930341e-1,-5.68788425e-2
8947-3701,-3.68849815e-1,5.75806580e-3,-1.12480283e0,-2.85510449e-2,-1.03816674e0,-1.09967488e-1,-6.97425880e-2,6.12988533e-3
8947-3702,8.53701795e-1,3.76769367e-1,2.21522644e0,1.31859969e0,1.56899956e0,1.39062594e0,1.70347762e-1,7.61593201e-2
8947-3704,7.79691498e-1,2.05830645e-1,2.11705639e0,7.30641662e-1,1.64140777e0,7.88135266e-1,1.52769206e-1,4.05320698e-2
8947-6101,1.02039692e-1,-1.05283110e-1,3.74719569e-1,-3.54799880e-1,4.31668759e-1,-3.50699755e-1,1.70651348e-2,-2.27126302e-2
8947-6102,2.02688365e0,7.86296743e-1,5.21169327e0,2.68187352e0,3.64352481e0,2.71459894e0,4.03581858e-1,1.66054775e-1
8947-6103,-4.92588699e-1,-3.86796552e-1,-1.06344260e0,-1.27114088e0,-4.53192374e-1,-1.20351849e0,-1.02615692e-1,-8.67590103e-2
8947-9101,-1.93601811e-1,-1.53569051e-1,-3.82202427e-1,-4.56140534e-1,-1.26043424e-1,-3.61703242e-1,-3.81552752e-2,-3.87436665e-2
8947-9102,2.08733877e-1,1.40645431e-1,4.76108268e-1,4.62612812e-1,2.48642079e-1,4.41533401e-1,4.25346389e-2,3.13608421e-2
8948-12701,1.25280502e-1,9.56053509e-2,2.79149737e-1,3.14579382e-1,1.35937216e-1,3.01319792e-1,2.55461156e-2,2.12658945e-2
8948-12704,-5.76440398e-1,-4.21406262e-1,-1.25314502e0,-1.33810349e0,-5.78419227e-1,-1.20730092e0,-1.15964275e-1,-9.82537942e-2
8948-1901,3.01466594e0,8.13896266e-1,8.16928069e0,2.88900271e0,6.30834635e0,3.11560781e0,5.91352361e-1,1.60301263e-1
8948-3701,-2.91520796e-1,-1.07579351e-1,-7.59941928e-1,-3.70839600e-1,-5.45938895e-1,-3.82166935e-1,-5.78291344e-2,-2.23099747e-2
8948-3703,1.04358851e-1,1.71965899e-1,1.62609506e-1,5.78288052e-1,-4.39671648e-2,5.70922097e-1,2.36307158e-2,3.71733302e-2
8948-3704,-7.88823536e-1,-4.27043337e-1,-1.93765990e0,-1.45230647e0,-1.21908537e0,-1.46290488e0,-1.59522673e-1,-9.06082395e-2
8948-6101,3.68449665e-2,2.54055596e-2,9.77686618e-2,9.57820696e-2,6.92637783e-2,1.11558923e-1,7.61112978e-3,4.46107427e-3
8948-6102,4.06645439e-1,4.20367467e-1,7.15917176e-1,1.25340407e0,9.58728738e-2,1.01268940e0,7.93993472e-2,1.05003437e-1
8948-6103,1.18255829e0,8.49267185e-1,2.61979455e0,2.76616968e0,1.25030280e0,2.59366134e0,2.41958976e-1,1.92121955e-1
8948-6104,-3.58343809e-1,-1.51125259e-1,-9.38848105e-1,-5.32649345e-1,-6.77489499e-1,-5.67935340e-1,-7.13349332e-2,-3.01638847e-2
8948-9101,-5.61734094e-1,-4.50576529e-1,-1.17283989e0,-1.40841198e0,-4.74970235e-1,-1.23951491e0,-1.12176670e-1,-1.06925486e-1
8949-12701,-1.89492686e-1,6.42359193e-2,-6.44740275e-1,1.76810608e-1,-6.75329481e-1,1.07474194e-1,-3.44121248e-2,1.79008028e-2
8949-12703,7.32336330e-2,1.18944863e-1,9.40619706e-2,3.65931602e-1,-5.60779729e-2,3.16282488e-1,1.46435787e-2,2.85346905e-2
8949-12704,2.19212224e0,1.15677147e0,5.24378640e0,3.72448403e0,3.18735177e0,3.44690051e0,4.35008782e-1,2.64771722e-1
8949-12705,1.73067899e0,6.95263010e-1,4.41054043e0,2.34856374e0,3.03447294e0,2.34286772e0,3.44570274e-1,1.48988447e-1
8949-1902,3.82237995e0,1.15343147e0,1.02926979e1,4.08515919e0,7.85294144e0,4.39042572e0,7.51792304e-1,2.28117078e-1
8949-3701,2.80669049e0,1.28999829e0,6.93867143e0,4.24655375e0,4.50677935e0,4.06917203e0,5.58614698e-1,2.86888128e-1
