rank,plateifu,total_power,is_anomalous,p1,p2,p3,p4,p5,p6,p7,ph1,ph2,ph3,ph4,ph5,ph6,ph7
4404,8488-9102,6.77981908e-1,0,4.34718125e-2,6.40324826e-2,9.06698825e-2,1.14624543e-1,1.28052811e-1,1.26566009e-1,1.10564368e-1,3.093308,-3.095965,-2.875086,-2.575944,-2.227184,-1.840851,-1.417972
4405,8085-12704,6.77344576e-1,0,1.25984535e-1,1.20503094e-1,1.11790822e-1,1.00441450e-1,8.72079281e-2,7.29344406e-2,5.84823071e-2,-2.925378,-2.709134,-2.492827,-2.276408,-2.059805,-1.842903,-1.625517
4406,11977-3701,6.77263893e-1,0,2.34262917e-2,3.88587760e-2,6.26423038e-2,9.21168852e-2,1.24017279e-1,1.54859149e-1,1.81343209e-1,-0.207388,-0.239089,-0.132567,0.048634,0.269923,0.514166,0.772401
4407,8258-6102,6.76612697e-1,0,8.86550233e-2,9.01172527e-2,9.24618404e-2,9.55547844e-2,9.92176239e-2,1.03236035e-1,1.07370137e-1,0.088429,0.178583,0.272011,0.369955,0.473279,0.582479,0.697728
4408,9088-9102,6.76343887e-1,0,1.17132683e-1,1.13374434e-1,1.07358226e-1,9.94372157e-2,9.00709176e-2,7.97934528e-2,6.91769590e-2,-2.920898,-2.699062,-2.474871,-2.246952,-2.013681,-1.773065,-1.522622
4409,11872-12702,6.76201666e-1,0,2.17274548e-1,1.80854417e-1,1.31271899e-1,8.09965601e-2,4.08454839e-2,1.66834142e-2,8.27534435e-3,-2.676095,-2.204709,-1.718982,-1.202868,-0.618682,0.135590,1.234129
4410,8619-6104,6.75922719e-1,0,1.07570955e-1,1.06019918e-1,1.03315073e-1,9.93177376e-2,9.39066911e-2,8.70318803e-2,7.87604633e-2,-2.804224,-2.468626,-2.136464,-1.809226,-1.488199,-1.174514,-0.869238
4411,11947-6103,6.74010599e-1,0,1.00361522e-1,1.00042135e-1,9.93375515e-2,9.80204012e-2,9.58297777e-2,9.25184668e-2,8.79007455e-2,0.298408,0.594936,0.887854,1.175701,1.457326,1.731870,1.998690
4412,8455-6103,6.73572583e-1,0,9.16258964e-2,9.28149363e-2,9.45673977e-2,9.65649238e-2,9.84102396e-2,9.96696075e-2,9.99195818e-2,-2.862403,-2.585902,-2.314441,-2.049809,-1.793154,-1.545055,-1.305656
4413,8447-12704,6.73304808e-1,0,8.53555257e-2,8.72271289e-2,9.02727328e-2,9.43839840e-2,9.94136386e-2,1.05179908e-1,1.11471890e-1,-2.870794,-2.601956,-2.336826,-2.076778,-1.822748,-1.575239,-1.334394
4414,11946-12704,6.73274586e-1,0,1.75127024e-1,1.55944780e-1,1.27793845e-1,9.54287254e-2,6.38426610e-2,3.71803610e-2,1.79571900e-2,-2.815147,-2.490614,-2.170346,-1.857820,-1.559050,-1.286183,-1.068465
4415,12510-12702,6.72445615e-1,0,1.26864905e-1,1.21144688e-1,1.12017630e-1,1.00066253e-1,8.60516514e-2,7.08605005e-2,5.54399867e-2,0.360599,0.720861,1.080441,1.438965,1.796009,2.151044,2.503350
4416,8549-12704,6.72205917e-1,0,8.39057313e-2,8.61772405e-2,8.97950924e-2,9.45173341e-2,1.00024793e-1,1.05939435e-1,1.11846291e-1,0.015913,0.034841,0.059333,0.091170,0.131282,0.179857,0.236534
4417,9039-12702,6.71704797e-1,0,1.21623085e-1,1.16860140e-1,1.09266989e-1,9.93290969e-2,8.76654441e-2,7.49759323e-2,6.19841095e-2,-2.886610,-2.632167,-2.378858,-2.127406,-1.878743,-1.634153,-1.395470
4418,12620-12704,6.71590598e-1,0,1.66073084e-1,1.50031955e-1,1.25997343e-1,9.74593499e-2,6.83126274e-2,4.21361630e-2,2.15800754e-2,-2.837178,-2.532494,-2.227204,-1.920796,-1.612370,-1.300078,-0.979370
4419,9085-1901,6.71191733e-1,0,9.50047170e-2,9.51843121e-2,9.54649143e-2,9.58191600e-2,9.62101559e-2,9.65928378e-2,9.69156356e-2,-2.966994,-2.792736,-2.619151,-2.446544,-2.275190,-2.105324,-1.937138
4420,11836-6101,6.70920380e-1,0,1.60714221e-1,1.42186184e-1,1.16291226e-1,8.89632052e-2,6.59262834e-2,5.11181162e-2,4.57211443e-2,-2.875509,-2.619533,-2.385860,-2.190620,-2.052944,-1.982535,-1.951027
4421,8724-6104,6.70871444e-1,0,1.31412856e-1,1.24004318e-1,1.12566202e-1,9.83377783e-2,8.28229703e-2,6.75999804e-2,5.41273398e-2,0.239589,0.476105,0.706128,0.925520,1.128992,1.309761,1.459735
4422,9878-12704,6.70705103e-1,0,1.20081955e-1,1.16390780e-1,1.10048471e-1,1.00921490e-1,8.90746738e-2,7.49167424e-2,5.92709909e-2,-2.933417,-2.722350,-2.505717,-2.281180,-2.046671,-1.800117,-1.538860
4423,11011-1902,6.70450385e-1,0,9.92342852e-2,9.87001994e-2,9.78040565e-2,9.65377785e-2,9.48918296e-2,9.28568287e-2,9.04254071e-2,-2.939458,-2.737514,-2.535947,-2.334933,-2.134630,-1.935183,-1.736710
4424,11942-6104,6.70292893e-1,0,1.08709433e-1,1.07256593e-1,1.04457292e-1,9.98763187e-2,9.31328387e-2,8.40563704e-2,7.28040469e-2,0.396988,0.790963,1.179315,1.560099,1.932092,2.294675,2.647612
4425,8996-3704,6.69424022e-1,0,1.16073561e-1,1.12085109e-1,1.05818016e-1,9.77967402e-2,8.86689630e-2,7.91313446e-2,6.98502889e-2,-2.961419,-2.782874,-2.607625,-2.437407,-2.274002,-2.119130,-1.974214
4426,10838-9101,6.68905128e-1,0,1.98713270e-1,1.68826035e-1,1.27586077e-1,8.47451437e-2,4.90034754e-2,2.54555750e-2,1.45755528e-2,0.450163,0.893419,1.320552,1.716217,2.051047,2.268451,2.306188
4427,8948-6104,6.68614521e-1,0,9.93884997e-2,9.87591529e-2,9.77183589e-2,9.62781263e-2,9.44549378e-2,9.22694323e-2,8.97460131e-2,-2.991215,-2.840779,-2.690226,-2.539495,-2.388527,-2.237262,-2.085637
4428,12652-12704,6.68294986e-1,0,2.12225649e-1,1.78533843e-1,1.31995275e-1,8.35365648e-2,4.29133284e-2,1.58972844e-2,3.19304238e-3,-2.694545,-2.245315,-1.790912,-1.326001,-0.838411,-0.290609,0.508057
4429,12511-3701,6.68068670e-1,0,1.32847016e-1,1.25360787e-1,1.13676536e-1,9.88837328e-2,8.23217873e-2,6.54239994e-2,4.95548106e-2,-2.887625,-2.635485,-2.387218,-2.145354,-1.913291,-1.695884,-1.500377
4430,10843-12705,6.66144351e-1,0,9.99278731e-2,9.86601178e-2,9.69368487e-2,9.51495531e-2,9.35298028e-2,9.19734530e-2,8.99667024e-2,0.105461,0.209709,0.312382,0.414602,0.519145,0.629970,0.751231
4431,11977-6104,6.65995983e-1,0,8.01219089e-2,8.25860886e-2,8.66525507e-2,9.22600053e-2,9.93216862e-2,1.07724635e-1,1.17329108e-1,0.220993,0.439714,0.654191,0.862964,1.065163,1.260462,1.448963
4432,8989-3704,6.65932213e-1,0,1.21150494e-1,1.16345738e-1,1.08674479e-1,9.86122223e-2,8.67685908e-2,7.38377180e-2,6.05429712e-2,-2.946508,-2.751627,-2.557171,-2.363395,-2.170612,-1.979235,-1.789837
4433,9507-9102,6.65629294e-1,0,1.03986203e-1,1.02705413e-1,1.00494588e-1,9.72628642e-2,9.29254031e-2,8.74362218e-2,8.08186005e-2,-2.928473,-2.713861,-2.496326,-2.274539,-2.047283,-1.813438,-1.571917
4434,10001-6102,6.65347085e-1,0,1.06123892e-1,1.04237899e-1,1.01158183e-1,9.69773357e-2,9.18194932e-2,8.58351764e-2,7.91951069e-2,-3.006955,-2.872490,-2.738373,-2.604793,-2.471955,-2.340088,-2.209457
4435,7979-3703,6.64776910e-1,0,8.81603958e-2,8.93699241e-2,9.13235949e-2,9.39307390e-2,9.70695950e-2,1.00592220e-1,1.04330441e-1,-3.083882,-3.024876,-2.963386,-2.898424,-2.829250,-2.755382,-2.676573
4436,8548-6103,6.64239261e-1,0,1.32642802e-1,1.25218890e-1,1.13575355e-1,9.87195058e-2,8.18987769e-2,6.44631967e-2,4.77207354e-2,-2.932743,-2.724672,-2.518253,-2.314583,-2.115172,-1.922276,-1.739543
4437,8150-3703,6.61555185e-1,0,3.02742225e-1,2.01905366e-1,9.25970391e-2,2.09420724e-2,9.87222939e-4,1.37182979e-2,2.86629612e-2,-2.552582,-1.969613,-1.406063,-0.924143,-1.864111,-2.404637,-1.914650
4438,12675-9101,6.60958646e-1,0,9.54874231e-2,9.53181118e-2,9.50364563e-2,9.46432492e-2,9.41395955e-2,9.35269081e-2,9.28069022e-2,-3.048591,-2.955596,-2.862615,-2.769653,-2.676719,-2.583820,-2.490961
4439,8148-12704,6.60532918e-1,0,5.80108703e-2,6.95843089e-2,8.55066831e-2,1.01623903e-1,1.13665989e-1,1.18288702e-1,1.13852462e-1,0.626272,1.204112,1.719526,2.182521,2.607572,3.006161,-2.897072
4440,9192-3704,6.60426112e-1,0,4.69372184e-2,5.67563228e-2,7.19596310e-2,9.09410317e-2,1.11708153e-1,1.32100742e-1,1.50023013e-1,3.071087,3.041191,3.065839,3.138277,-3.036851,-2.903697,-2.753093
4441,11004-3703,6.59821740e-1,0,1.01039993e-1,1.00368653e-1,9.90237557e-2,9.67205371e-2,9.31581545e-2,8.80947068e-2,8.14159399e-2,0.135396,0.272557,0.412994,0.557781,0.707454,0.862004,1.020912
4442,9182-12704,6.59273950e-1,0,7.90200888e-2,8.17553280e-2,8.61581119e-2,9.19991712e-2,9.89671932e-2,1.06679223e-1,1.14694834e-1,-3.009284,-2.873428,-2.731079,-2.580266,-2.420046,-2.250323,-2.071572
4443,8615-6103,6.59201704e-1,0,8.92927336e-2,9.03317020e-2,9.19341438e-2,9.39169266e-2,9.60440680e-2,9.80452253e-2,9.96369046e-2,-3.071860,-3.000454,-2.925891,-2.847019,-2.763090,-2.673757,-2.579022
4444,10493-6103,6.58885238e-1,0,2.29245396e-2,3.48197237e-2,5.43480246e-2,8.10719524e-2,1.14394830e-1,1.53576073e-1,1.97750095e-1,-0.354171,-0.588812,-0.710326,-0.761127,-0.770568,-0.755103,-0.723929
4445,9893-12702,6.58500242e-1,0,2.50990720e-1,1.95829891e-1,1.25596243e-1,6.19844041e-2,1.98358013e-2,2.23172036e-3,2.03146182e-3,0.590749,1.178360,1.758125,2.319787,2.828955,3.024892,1.619680
4446,10837-12703,6.58286321e-1,0,1.03740067e-1,1.02096630e-1,9.94093281e-2,9.57535867e-2,9.12306743e-2,8.59636346e-2,8.00924002e-2,-2.979881,-2.818019,-2.655853,-2.493222,-2.329953,-2.165861,-2.000738
4447,8548-12703,6.58076068e-1,0,1.86471906e-1,1.62632078e-1,1.28304345e-1,9.00639559e-2,5.45366733e-2,2.67888111e-2,9.27829855e-3,-2.795364,-2.450470,-2.108647,-1.772715,-1.448256,-1.148961,-0.920705
4448,8153-9101,6.57613793e-1,0,1.72423556e-1,1.54298131e-1,1.27121261e-1,9.49007371e-2,6.22681911e-2,3.37169713e-2,1.28849455e-2,0.309075,0.618886,0.930410,1.245288,1.566865,1.903582,2.285041
4449,8992-12701,6.57486319e-1,0,1.20690243e-1,1.15310591e-1,1.06941299e-1,9.63836341e-2,8.45888313e-2,7.25244780e-2,6.10472433e-2,-2.938159,-2.736637,-2.539002,-2.347336,-2.163834,-1.990730,-1.830070
4450,12094-3704,6.57171451e-1,0,7.95130505e-2,8.25959005e-2,8.73323019e-2,9.31631803e-2,9.93879061e-2,1.05235681e-1,1.09943431e-1,0.042829,0.091412,0.150212,0.221751,0.306722,0.404523,0.513850
4451,8978-12702,6.56740970e-1,0,6.18010837e-2,7.81205973e-2,9.79177871e-2,1.13018966e-1,1.16680680e-1,1.06051732e-1,8.31501237e-2,-2.409579,-1.755689,-1.189194,-0.686497,-0.225732,0.206986,0.619282
4452,9512-6103,6.56595764e-1,0,2.92425347e-2,4.07652895e-2,5.93454840e-2,8.40832019e-2,1.13789646e-1,1.47053070e-1,1.82316538e-1,0.567705,1.050075,1.440377,1.766148,2.051394,2.311341,2.555179
4453,9088-3703,6.55654602e-1,0,7.65667983e-2,8.22671570e-2,9.00980366e-2,9.79351600e-2,1.03480393e-1,1.04758943e-1,1.00548114e-1,0.509446,1.002081,1.467970,1.905099,2.316238,2.705727,3.077695
4454,11975-6102,6.54607733e-1,0,1.10360066e-1,1.07414708e-1,1.02639010e-1,9.62259331e-2,8.84321915e-2,7.95656421e-2,6.99701826e-2,-2.910715,-2.679614,-2.448053,-2.215762,-1.982419,-1.747621,-1.510842
4455,8261-9102,6.54325153e-1,0,1.95598569e-1,1.67976660e-1,1.28802915e-1,8.62819609e-2,4.84295517e-2,2.09976703e-2,6.23782680e-3,-2.795309,-2.451931,-2.115377,-1.792452,-1.497945,-1.273137,-1.276457
4456,8241-1901,6.54322752e-1,0,9.24368428e-2,9.26061577e-2,9.28859139e-2,9.32724822e-2,9.37608276e-2,9.43445559e-2,9.50159720e-2,0.048422,0.096934,0.145623,0.194576,0.243873,0.293590,0.343799
4457,11752-3701,6.54188773e-1,0,1.02914840e-1,1.01331051e-1,9.87326055e-2,9.51800379e-2,9.07555998e-2,8.55608628e-2,7.97137753e-2,-3.002106,-2.862558,-2.722885,-2.583021,-2.442889,-2.302405,-2.161469
4458,9865-3704,6.53846733e-1,0,9.98397966e-2,9.87599435e-2,9.69896485e-2,9.45720064e-2,9.15652038e-2,8.80404805e-2,8.40796533e-2,-3.044808,-2.948272,-2.852232,-2.756943,-2.662668,-2.569674,-2.478242
4459,8982-9101,6.53796314e-1,0,1.01963308e-1,1.01647260e-1,1.00487143e-1,9.77314297e-2,9.26730791e-2,8.48864497e-2,7.44076448e-2,-2.758205,-2.379960,-2.011241,-1.655281,-1.314262,-0.989797,-0.683628
4460,11012-3702,6.53637821e-1,0,9.66961166e-2,9.67015868e-2,9.64234470e-2,9.54883193e-2,9.34783804e-2,9.00144160e-2,8.48355553e-2,0.194274,0.391036,0.592437,0.800058,1.014829,1.237075,1.466644
4461,7977-3703,6.53501705e-1,0,1.03365404e-1,1.01678479e-1,9.89159564e-2,9.51495706e-2,9.04762313e-2,8.50146745e-2,7.89013889e-2,0.190117,0.380238,0.570368,0.760513,0.950678,1.140872,1.331105
4462,9026-3702,6.53335738e-1,0,5.42787354e-2,6.11584755e-2,7.22936470e-2,8.72032488e-2,1.05244300e-1,1.25640521e-1,1.47516810e-1,0.374108,0.729651,1.056167,1.352203,1.621432,1.869013,2.099769
4463,11754-3701,6.52951544e-1,0,1.51844511e-1,1.38661833e-1,1.18823691e-1,9.50924050e-2,7.05626275e-2,4.81004945e-2,2.98659831e-2,-2.884871,-2.630682,-2.381993,-2.142819,-1.919246,-1.721447,-1.567746
4464,9039-12701,6.52219655e-1,0,1.80605889e-2,3.15514730e-2,5.32710056e-2,8.21155944e-2,1.16626198e-1,1.55068293e-1,1.95526503e-1,-0.412101,-0.627779,-0.698255,-0.693840,-0.650358,-0.585011,-0.506664
4465,8722-12701,6.50698036e-1,0,1.07071630e-1,1.04642203e-1,1.00686178e-1,9.53388855e-2,8.87815902e-2,8.12337639e-2,7.29437843e-2,-3.012039,-2.882536,-2.753137,-2.623900,-2.494892,-2.366193,-2.237900
4466,7960-9102,6.50478924e-1,0,6.27337857e-2,6.78965347e-2,7.63197022e-2,8.77374799e-2,1.01790133e-1,1.18035876e-1,1.35965412e-1,-2.865875,-2.600231,-2.351657,-2.123022,-1.913978,-1.722462,-1.545862
4467,8552-9101,6.49498637e-1,0,1.87947667e-1,1.61932194e-1,1.25297615e-1,8.58982407e-2,5.11086908e-2,2.58266266e-2,1.14876027e-2,-2.699352,-2.252831,-1.796439,-1.321120,-0.809544,-0.223977,0.519367
4468,11759-9102,6.49353357e-1,0,8.19649394e-2,8.45563325e-2,8.84274986e-2,9.29656839e-2,9.74234564e-2,1.01012515e-1,1.03002931e-1,0.057431,0.120022,0.191759,0.274832,0.369685,0.475468,0.590529
4469,8651-3704,6.49171590e-1,0,1.36057498e-1,1.26802757e-1,1.12600580e-1,9.51207628e-2,7.63963339e-2,5.85689212e-2,4.36247370e-2,0.229397,0.455322,0.673708,0.879146,1.063818,1.216069,1.319496
4470,7961-12703,6.48944169e-1,0,1.66517345e-1,1.49190348e-1,1.23433577e-1,9.32419537e-2,6.30029209e-2,3.66412406e-2,1.69167843e-2,-2.847790,-2.554838,-2.263774,-1.976128,-1.694576,-1.424742,-1.181649
4471,8941-3703,6.48939596e-1,0,1.31697637e-2,3.11165079e-2,5.82260187e-2,9.07460077e-2,1.24250060e-1,1.54304482e-1,1.77126755e-1,2.673750,2.649574,2.806486,3.031895,-2.992841,-2.714379,-2.420981
4472,8989-3701,6.48580719e-1,0,1.05063567e-1,1.02982239e-1,9.95669689e-2,9.48987611e-2,8.90918393e-2,8.22936326e-2,7.46837115e-2,-2.885853,-2.630122,-2.374401,-2.118681,-1.862934,-1.607107,-1.351107
4473,8157-6103,6.48188540e-1,0,4.81179034e-2,5.65844791e-2,7.00039102e-2,8.73933273e-2,1.07481219e-1,1.28802164e-1,1.49805537e-1,3.087140,3.063548,3.084208,-3.136406,-3.040189,-2.918535,-2.777819
4474,11751-1901,6.48177944e-1,0,1.10292420e-1,1.07109840e-1,1.01989468e-1,9.51949138e-2,8.70715514e-2,7.80248106e-2,6.84949407e-2,-3.015329,-2.889938,-2.766342,-2.645571,-2.528820,-2.417537,-2.313509
4475,7981-12701,6.48167984e-1,0,1.00480078e-1,9.91918986e-2,9.70637426e-2,9.41241978e-2,9.04139615e-2,8.59863524e-2,8.09077534e-2,-2.958631,-2.775827,-2.593338,-2.411323,-2.229940,-2.049352,-1.869726
4476,9513-12704,6.47647139e-1,0,2.20705568e-1,1.81635070e-1,1.28645792e-1,7.52515996e-2,3.30465700e-2,8.16919500e-3,1.93344947e-4,-2.727936,-2.315403,-1.905546,-1.501280,-1.110226,-0.765716,-1.253915
4477,12080-3702,6.45900773e-1,0,8.57437127e-2,8.70045515e-2,8.89950196e-2,9.15581522e-2,9.44921948e-2,9.75666685e-2,1.00540474e-1,0.281094,0.560086,0.835074,1.104506,1.367246,1.622562,1.870061
4478,10844-6103,6.45018399e-1,0,1.28857804e-1,1.21604175e-1,1.10242679e-1,9.57768405e-2,7.94468513e-2,6.25908021e-2,4.64992467e-2,-2.916365,-2.692226,-2.470404,-2.252442,-2.040464,-1.837639,-1.649030
4479,11753-6103,6.44179826e-1,0,1.33459490e-1,1.25285270e-1,1.12466192e-1,9.61226213e-2,7.76597789e-2,5.86262335e-2,4.05602412e-2,-2.927830,-2.713754,-2.498996,-2.283059,-2.065188,-1.844110,-1.617432
4480,10512-9102,6.43316887e-1,0,1.10784270e-1,1.07416891e-1,1.01987409e-1,9.47577457e-2,8.60709097e-2,7.63294044e-2,6.59702564e-2,-2.974071,-2.806854,-2.640265,-2.474670,-2.310505,-2.148318,-1.988820
4481,9090-9101,6.43190099e-1,0,9.03247297e-2,9.06444080e-2,9.11433553e-2,9.17721325e-2,9.24641857e-2,9.31384769e-2,9.37028110e-2,0.181297,0.362054,0.541752,0.719920,0.896143,1.070073,1.241433
4482,10509-12705,6.42825365e-1,0,1.46523065e-1,1.34942838e-1,1.17128227e-1,9.51243415e-2,7.14274163e-2,4.86342296e-2,2.90452477e-2,0.430334,0.859270,1.285317,1.706728,2.121166,2.524911,2.910753
4483,8241-9101,6.42733072e-1,0,1.55944379e-1,1.41107023e-1,1.18976460e-1,9.28717314e-2,6.64281254e-2,4.28864479e-2,2.45189056e-2,0.333534,0.664892,0.991457,1.309540,1.613221,1.891860,2.124224
4484,11957-12702,6.42497183e-1,0,1.19120119e-1,1.14019840e-1,1.05898415e-1,9.52914384e-2,8.28853293e-2,6.94598060e-2,5.58222355e-2,0.327698,0.655198,0.982304,1.308810,1.634502,1.959143,2.282454
4485,8603-12705,6.42326911e-1,0,5.57773546e-2,6.40485611e-2,7.64927031e-2,9.13089846e-2,1.06363046e-1,1.19497682e-1,1.28838580e-1,-0.022054,-0.015401,0.033003,0.121608,0.242966,0.389400,0.554859
4486,9085-3702,6.41830238e-1,0,1.14171519e-1,1.09921036e-1,1.03176622e-1,9.44170756e-2,8.42540698e-2,7.33800461e-2,6.25098705e-2,-2.882310,-2.621473,-2.357416,-2.088248,-1.811714,-1.525060,-1.224907
4487,11976-12702,6.41648344e-1,0,1.43744474e-1,1.31595950e-1,1.13576853e-1,9.24619620e-2,7.11720762e-2,5.21535354e-2,3.69434940e-2,-2.884560,-2.631526,-2.386897,-2.155928,-1.945142,-1.762526,-1.616738
4488,9491-6104,6.40942437e-1,0,1.04325772e-1,1.02098325e-1,9.84854540e-2,9.36307783e-2,8.77243401e-2,8.09923932e-2,7.36853748e-2,-2.940228,-2.738395,-2.535611,-2.331360,-2.125073,-1.916110,-1.703737
4489,8155-3704,6.40678785e-1,0,1.08335338e-1,1.05407434e-1,1.00653500e-1,9.42577959e-2,8.64688936e-2,7.75899418e-2,6.79658822e-2,0.233732,0.467857,0.702776,0.938912,1.176725,1.416732,1.659547
4490,9892-12702,6.40638549e-1,0,1.79247159e-1,1.52414452e-1,1.15975266e-1,7.92816048e-2,5.04902641e-2,3.39684395e-2,2.92613643e-2,-2.588971,-2.024540,-1.432912,-0.790381,-0.061009,0.785661,1.698716
4491,11965-12704,6.40439026e-1,0,7.78552759e-3,2.91048898e-2,6.01963388e-2,9.53506970e-2,1.28264805e-1,1.53281131e-1,1.66455637e-1,-1.431495,-1.050241,-0.723650,-0.412652,-0.110108,0.185438,0.473434
4492,9049-12702,6.40199862e-1,0,1.62786501e-1,1.46535587e-1,1.21948836e-1,9.25326498e-2,6.25834950e-2,3.64142533e-2,1.73985392e-2,0.471177,0.937980,1.395493,1.837248,2.252813,2.621202,2.890349
4493,9041-12705,6.40132966e-1,0,8.23799312e-2,8.51506014e-2,8.90647929e-2,9.31868711e-2,9.64271951e-2,9.77205201e-2,9.62030543e-2,-2.772496,-2.410662,-2.061580,-1.728174,-1.411114,-1.109644,-0.822384
4494,9035-9101,6.40095033e-1,0,9.74230900e-2,9.64842780e-2,9.49147780e-2,9.27098728e-2,8.98676621e-2,8.63930933e-2,8.23022592e-2,0.113033,0.226398,0.340415,0.455391,0.571605,0.689310,0.808730
4495,9514-12701,6.39358484e-1,0,1.85368322e-1,1.60926301e-1,1.25685655e-1,8.65320235e-2,5.05840870e-2,2.32850079e-2,6.97708749e-3,0.594693,1.187548,1.776801,2.360760,2.937605,-2.778609,-2.229193
4496,8256-6104,6.38969170e-1,0,9.52961429e-2,9.46719224e-2,9.36262805e-2,9.21523200e-2,9.02423415e-2,8.78896310e-2,8.50905319e-2,-3.049442,-2.957173,-2.864674,-2.771846,-2.678610,-2.584912,-2.490729
4497,11748-6101,6.38674515e-1,0,1.49787144e-2,3.28619162e-2,5.96108518e-2,9.11512291e-2,1.22712467e-1,1.49572992e-1,1.67786345e-1,0.988920,1.599837,2.034075,2.399187,2.733014,3.051083,-2.922172
4498,10844-12705,6.38623039e-1,0,1.69111374e-1,1.49407027e-1,1.20948500e-1,8.90016340e-2,5.87850835e-2,3.42114348e-2,1.71579858e-2,0.418707,0.835005,1.245966,1.647364,2.032210,2.387457,2.685916
4499,8262-3704,6.38567655e-1,0,7.18247252e-2,7.80013352e-2,8.65736205e-2,9.53400791e-2,1.01899478e-1,1.04157467e-1,1.00770950e-1,-3.077062,-2.993656,-2.880842,-2.737304,-2.566936,-2.375137,-2.167019
4500,9024-6102,6.37838910e-1,0,1.29472460e-1,1.21907748e-1,1.10051914e-1,9.49437693e-2,7.78707337e-2,6.02272387e-2,4.33650464e-2,0.212966,0.426034,0.639324,0.852997,1.067295,1.282612,1.499643
4501,8093-6101,6.37536595e-1,0,6.65445264e-2,7.07528656e-2,7.76131786e-2,8.69004726e-2,9.83103365e-2,1.11469077e-1,1.25946138e-1,-0.050116,-0.093160,-0.123840,-0.139438,-0.139519,-0.125124,-0.097992
4502,8451-3704,6.37432400e-1,0,1.14965774e-1,1.10622325e-1,1.03653774e-1,9.44467353e-2,8.35055482e-2,7.14186320e-2,5.88196123e-2,-2.959994,-2.778202,-2.596008,-2.413166,-2.229361,-2.044173,-1.856990
4503,11948-12704,6.36767262e-1,0,1.89540673e-1,1.61723468e-1,1.22952820e-1,8.19991989e-2,4.69270361e-2,2.28301057e-2,1.07939605e-2,-2.705182,-2.263812,-1.810719,-1.334208,-0.810337,-0.184632,0.648843
4504,8998-6104,6.36328347e-1,0,1.52294151e-1,1.38673195e-1,1.18035620e-1,9.31221004e-2,6.71244798e-2,4.31810159e-2,2.38977850e-2,-2.894497,-2.649300,-2.408349,-2.175125,-1.955618,-1.761677,-1.620509
4505,8728-12702,6.36174908e-1,0,1.07182985e-1,1.04333830e-1,9.97137829e-2,9.35088630e-2,8.59662939e-2,7.73821937e-2,6.80869602e-2,-2.962877,-2.783960,-2.604627,-2.424635,-2.243696,-2.061448,-1.877421
4506,8158-12703,6.36160692e-1,0,1.35222291e-1,1.26123841e-1,1.12023426e-1,9.43713079e-2,7.49290551e-2,5.55479038e-2,3.79428682e-2,-2.858504,-2.574052,-2.286644,-1.994142,-1.693339,-1.378933,-1.041346
4507,11832-6101,6.34310160e-1,0,1.33293392e-2,2.69883345e-2,4.90745379e-2,7.86047050e-2,1.14270293e-1,1.54501184e-1,1.97541766e-1,-0.518687,-0.744925,-0.803611,-0.788857,-0.738711,-0.669542,-0.589308
4508,8561-3704,6.34073463e-1,0,1.15585396e-1,1.10879431e-1,1.03389012e-1,9.36287306e-2,8.22839372e-2,7.01652598e-2,5.81416971e-2,-2.834707,-2.530170,-2.230461,-1.938328,-1.656981,-1.390311,-1.143115
4509,8718-6101,6.33845799e-1,0,1.40984637e-1,1.30373131e-1,1.14046790e-1,9.38427109e-2,7.19610511e-2,5.06636402e-2,3.19738387e-2,-2.851531,-2.560196,-2.266075,-1.967087,-1.659966,-1.338962,-0.992619
4510,11014-9101,6.33763222e-1,0,6.12008443e-2,6.79785725e-2,7.81805525e-2,9.03197034e-2,1.02601149e-1,1.13162105e-1,1.20320295e-1,-2.712460,-2.303577,-1.926011,-1.580926,-1.264154,-0.970208,-0.694159
4511,8606-3704,6.32932395e-1,0,1.50745472e-2,3.14649633e-2,5.64455388e-2,8.68872908e-2,1.19099398e-1,1.49383377e-1,1.74577280e-1,0.984050,1.637106,2.118928,2.531439,2.913717,-3.000345,-2.635331
4512,8987-3704,6.32872332e-1,0,8.21755453e-2,8.45322268e-2,8.79114752e-2,9.15774959e-2,9.46608813e-2,9.62901905e-2,9.57245171e-2,0.383941,0.761956,1.129421,1.483662,1.823839,2.150381,2.464390
4513,11956-6104,6.32718845e-1,0,1.88725281e-2,3.23461037e-2,5.37558008e-2,8.16157556e-2,1.14005739e-1,1.48715250e-1,1.83407668e-1,2.823838,2.694381,2.707866,2.796864,2.926255,3.079130,-3.036288
4514,8143-9102,6.32372489e-1,0,1.29283813e-1,1.21815428e-1,1.09978726e-1,9.46695198e-2,7.70871865e-2,5.86532187e-2,4.08845973e-2,-2.897244,-2.652104,-2.405405,-2.156404,-1.904372,-1.648519,-1.387801
4515,8600-9102,6.32177274e-1,0,5.05937437e-2,5.69941585e-2,6.76036972e-2,8.23362043e-2,1.01072204e-1,1.23660027e-1,1.49917240e-1,-0.163080,-0.309428,-0.429191,-0.520453,-0.586116,-0.630699,-0.658608
4516,9891-12705,6.31608759e-1,0,4.15376606e-2,5.06412075e-2,6.51385777e-2,8.40672719e-2,1.06176497e-1,1.30015051e-1,1.54032492e-1,-2.718075,-2.335130,-2.006941,-1.727151,-1.483977,-1.267267,-1.069758
