Dimension,Gamma,Nonlinear Factor,Perturbation Magnitude,Quantum Coherence
64,10,2,0.2158499913713574,0.11549824849120607
64,10,2,0.09455490647789962,0.3884662192163635
64,10,2,0.014326413396785451,0.8665251599367643
64,10,2,0.006410259720728827,0.9379087677739943
64,10,2,0.07388946658309593,0.4776415774020148
64,10,2,0.1904836168352517,0.14884702647823306
64,10,2,0.31078401277322226,0.04469739181457353
64,10,2,0.38793852415718166,0.020663524353603486
64,10,2,0.3918985947228994,0.019861224866253555
64,10,2,0.32112193742753303,0.04030743344636859
64,10,2,0.20317319276696108,0.1311082543870181
64,10,2,0.08398861808576027,0.4317596631470875
64,10,2,0.009985776451810818,0.9049661271754338
64,10,2,0.009985776451810889,0.9049661271754332
64,10,2,0.08398861808576102,0.4317596631470842
64,10,2,0.20317319276696263,0.13110825438701612
64,10,2,0.32112193742753314,0.04030743344636856
64,10,2,0.39189859472289945,0.019861224866253538
64,10,2,0.38793852415718155,0.020663524353603524
64,10,2,0.3107840127732215,0.04469739181457387
64,10,2,0.19048361683525072,0.1488470264782345
64,10,2,0.07388946658309577,0.47764157740201557
64,10,2,0.00641025972072877,0.937908767773995
64,10,2,0.014326413396785535,0.8665251599367634
64,10,2,0.09455490647789981,0.3884662192163627
64,10,2,0.2158499913713583,0.11549824849120516
64,10,2,0.33097214678905756,0.036526346097240515
64,10,2,0.39508595737708124,0.019238158050070793
64,10,2,0.38322169148641416,0.021661540569111924
64,10,2,0.2999999999999998,0.04978706836786403
64,10,2,0.17783236001979746,0.16892108932102787
64,10,2,0.06429811768857312,0.5257228128632366
64,10,2,0.003614260547458497,0.9645027403044184
64,10,2,0.019414692342676235,0.8235368985163094
64,10,2,0.10554578504546336,0.34803304373475996
64,10,2,0.2284629676546573,0.10181175840791375
64,10,2,0.3402949775412645,0.03327497135983107
64,10,2,0.39748777773527894,0.01878159689089769
64,10,2,0.37776708973098444,0.02287590976852329
64,10,2,0.28881332252115505,0.05568005778163941
64,10,2,0.16527036446661403,0.1915313751906102
64,10,2,0.05525319237898588,0.5754908651784598
64,10,2,0.001609037433840888,0.9840383842186444
64,10,2,0.02523012458604333,0.7770106315726362
64,10,2,0.11691699739962347,0.31062466083962237
64,10,2,0.2409613336130393,0.0898500296165574
64,10,2,0.34905288993515093,0.030484744545027115
64,10,2,0.39909438451461704,0.01848226149202637
64,10,2,0.3715966826469953,0.024331905009364663
64,10,2,0.27726902513862517,0.06249365475046491
64,10,2,0.15284821289811368,0.21686459009800402
64,10,2,0.04679111137620459,0.6263091914512932
64,10,2,0.0004026647056230338,0.9959814490167059
64,10,2,0.03174929343376389,0.7279718243592596
64,10,2,0.12862275568162598,0.2763111876788411
64,10,2,0.2532947627380077,0.07942456089585047
64,10,2,0.3572106189485581,0.028096614523664434
64,10,2,0.3998993084766371,0.018334090472576343
64,10,2,0.3647353162859667,0.026060014187739445
64,10,2,0.2654135926634842,0.07035960827023818
64,10,2,0.14061592493434458,0.2450827796595088
64,10,2,0.03894594849378789,0.6774229328578599
64,10,2,5.999039130647432e-31,1.0
64,10,3,0.0,1.0
64,10,3,0.012152438504512565,0.8855694584343661
64,10,3,0.08337229684492527,0.43442890676882123
64,10,3,0.2161995299309578,0.11509524231837003
64,10,3,0.34828657105528277,0.030719252288902654
64,10,3,0.3998489722204635,0.018343321490403207
64,10,3,0.3375643273599604,0.03419611377775467
64,10,3,0.2015623065932169,0.13323736183740917
64,10,3,0.07293680232647706,0.4822136416166363
64,10,3,0.008944809617003079,0.9144357266090491
64,10,3,1.2775719002029624e-05,0.9998722509705821
64,10,3,0.016003502619256753,0.8521139421364773
64,10,3,0.09448449633072971,0.3887398351684123
64,10,3,0.23084583195439068,0.09941439871287601
64,10,3,0.35816054871619407,0.02783098008639653
64,10,3,0.39864234594299597,0.018565997559953158
64,10,3,0.32606701025227314,0.03836268247218507
64,10,3,0.18702128711478594,0.15409085682607027
64,10,3,0.06321010104858596,0.5314739947208521
64,10,3,0.006336495006112575,0.9386008687316695
64,10,3,0.00010205146092833443,0.99898000593866
64,10,3,0.020535537162646444,0.8143578653039881
64,10,3,0.10623374252751783,0.34564694146579844
64,10,3,0.24541202465443623,0.08593876712141751
64,10,3,0.36711842793248856,0.025446316548599274
64,10,3,0.39623758961793687,0.019017876073134914
64,10,3,0.3138725337974066,0.043338004017922774
64,10,3,0.1726607905607177,0.17788679652128978
64,10,3,0.05421648355372088,0.5814880627917576
64,10,3,0.004277261213901692,0.9581292322554253
64,10,3,0.0003435573071118312,0.9965703217574083
64,10,3,0.025779078750517395,0.7727568855923027
64,10,3,0.11857310494985374,0.3055227455880846
64,10,3,0.2598076211353317,0.07441660241090332
64,10,3,0.3750983290694675,0.023494632440814487
64,10,3,0.392651621209843,0.019712226285845395
64,10,3,0.30106285429049834,0.04926070656020059
64,10,3,0.15856161397519913,0.20482155552836703
64,10,3,0.04597228691183988,0.6314586179441589
64,10,3,0.002711291562563295,0.9732513400356977
64,10,3,0.0008114905060920441,0.9919179318981849
64,10,3,0.03175731679439759,0.7279134188975512
64,10,3,0.13144874600920795,0.26861196231389484
64,10,3,0.27394161336469314,0.06460805835428071
64,10,3,0.38204486628210627,0.02191796491193748
64,10,3,0.3879096320997315,0.0206694953334589
64,10,3,0.28772325672344135,0.05629032717372978
64,10,3,0.1448003502654471,0.23503907486137002
64,10,3,0.038485812330129786,0.6805471831432006
64,10,3,0.0015777666192639058,0.9843461491549329
64,10,3,0.001577766619263922,0.9843461491549328
64,10,3,0.0384858123301303,0.6805471831431972
64,10,3,0.1448003502654488,0.23503907486136605
64,10,3,0.2877232567234415,0.056290327173729726
64,10,3,0.38790963209973167,0.020669495333458854
64,10,3,0.3820448662821061,0.02191796491193752
64,10,3,0.2739416133646921,0.06460805835428136
64,10,3,0.13144874600920692,0.2686119623138977
64,10,3,0.03175731679439748,0.727913418897552
64,10,3,0.0008114905060920334,0.9919179318981851
64,10,3,0.0027112915625633186,0.9732513400356975
64,10,3,0.04597228691184002,0.6314586179441579
64,10,3,0.15856161397520013,0.2048215555283649
64,10,3,0.3010628542904992,0.04926070656020018
64,10,3,0.3926516212098428,0.01971222628584543
64,10,3,0.3750983290694675,0.023494632440814487
64,10,3,0.25980762113533135,0.07441660241090359
64,10,3,0.11857310494985357,0.305522745588085
64,10,3,0.02577907875051699,0.7727568855923058
64,10,3,0.00034355730711180607,0.9965703217574085
64,10,3,0.004277261213901824,0.9581292322554241
64,10,3,0.05421648355372102,0.5814880627917568
64,10,3,0.17266079056071804,0.17788679652128922
64,10,3,0.3138725337974075,0.043338004017922406
64,10,3,0.3962375896179369,0.019017876073134904
64,10,3,0.36711842793248795,0.02544631654859943
64,10,3,0.24541202465443634,0.08593876712141747
64,10,3,0.10623374252751801,0.34564694146579783
64,10,3,0.020535537162646365,0.8143578653039888
64,10,3,0.00010205146092832753,0.9989800059386601
64,10,3,0.006336495006112681,0.9386008687316684
64,10,3,0.06321010104858661,0.5314739947208487
64,10,3,0.18702128711478738,0.154090856826068
64,10,3,0.32606701025227297,0.03836268247218514
64,10,3,0.3986423459429958,0.018565997559953175
64,10,3,0.3581605487161937,0.027830980086396628
64,10,3,0.23084583195438968,0.09941439871287693
64,10,3,0.09448449633072889,0.3887398351684156
64,10,3,0.016003502619256853,0.8521139421364763
64,10,3,1.2775719002025214e-05,0.9998722509705821
64,10,3,0.008944809617003132,0.9144357266090487
64,10,3,0.07293680232647735,0.4822136416166347
64,10,3,0.20156230659321772,0.13323736183740809
64,10,3,0.3375643273599611,0.03419611377775443
64,10,3,0.3998489722204635,0.018343321490403207
64,10,3,0.34828657105528293,0.0307192522889026
64,10,3,0.21619952993095756,0.11509524231837037
64,10,3,0.08337229684492489,0.43442890676882295
64,10,3,0.012152438504512376,0.8855694584343677
64,10,3,7.346704069307097e-46,1.0
64,10,4,0.0,1.0
64,10,4,0.003791967260202025,0.9627902762227742
64,10,4,0.049432095862853374,0.6099849717287353
64,10,4,0.17611093792634508,0.17185410664933248
64,10,4,0.3325796273655603,0.035943886185613214
64,10,4,0.39979864230023154,0.018352555993141208
64,10,4,0.31899856572402896,0.04117246146155427
64,10,4,0.16039559207625811,0.20109940905664322
64,10,4,0.0413595331978379,0.6612684913419565
64,10,4,0.0025200440838580866,0.9751144396826644
64,10,4,4.053471628863977e-07,0.9999959465365864
64,10,4,0.005473520259550909,0.9467358079496447
64,10,4,0.05840644046536836,0.5576273313680973
64,10,4,0.19219528075331002,0.14632094630811554
64,10,4,0.3452102363856298,0.03167896560721768
64,10,4,0.39819081937775264,0.018650017514498986
64,10,4,0.3045947999302016,0.04755121209769725
64,10,4,0.1451559107414346,0.23420485276893305
64,10,4,0.034173960702358425,0.7105331984769867
64,10,4,0.0015913979665681346,0.9842119786574969
64,10,4,6.472503658753756e-06,0.9999352770580324
64,10,4,0.007632288170173096,0.9265170028717139
64,10,4,0.06828573342731843,0.5051714844031179
64,10,4,0.2085328381642717,0.12426630669102258
64,10,4,0.35676993520954486,0.028220704957443266
64,10,4,0.3949913336223261,0.019256370532872134
64,10,4,0.28950167934952314,0.05529809643857487
64,10,4,0.13048831897393215,0.27120421263020483
64,10,4,0.027849781852157793,0.7569199189525755
64,10,4,0.0009423256969018891,0.9906210027841548
64,10,4,3.2657198262290675e-05,0.9996734813362029
64,10,4,0.010335619845734214,0.9018056944681769
64,10,4,0.07906087067552729,0.4535686209527394
64,10,4,0.2250000000000001,0.10539922456186424
64,10,4,0.3671471620642709,0.025439005820855818
64,10,4,0.3902322842914123,0.020194947231596965
64,10,4,0.2738564048753926,0.06466313336573114
64,10,4,0.11647804693753766,0.31199114612637985
64,10,4,0.022351575847610855,0.7997022896788748
64,10,4,0.0005131153020389841,0.9948819888579985
64,10,4,0.00010272857421799602,0.9989732417351795
64,10,4,0.013649133179836126,0.8724138824862924
64,10,4,0.09071002070659745,0.4036931549439512
64,10,4,0.24146675648856594,0.0893970527019643
64,10,4,0.37624074631313054,0.023227753049138145
64,10,4,0.38396127136445835,0.021501927135748142
64,10,4,0.25779824674303103,0.07592703486434227
64,10,4,0.10319836564780178,0.3562994833270115
64,10,4,0.017635219919889242,0.8383226747619403
64,10,4,0.0002492893283638486,0.9975102113944104
64,10,4,0.0002492893283638521,0.9975102113944105
64,10,4,0.017635219919889557,0.8383226747619377
64,10,4,0.10319836564780338,0.3562994833270056
64,10,4,0.2577982467430312,0.07592703486434216
64,10,4,0.38396127136445846,0.021501927135748104
64,10,4,0.37624074631313037,0.023227753049138197
64,10,4,0.2414667564885647,0.08939705270196541
64,10,4,0.09071002070659652,0.40369315494395497
64,10,4,0.013649133179836064,0.8724138824862929
64,10,4,0.00010272857421799424,0.9989732417351794
64,10,4,0.0005131153020389901,0.9948819888579985
64,10,4,0.02235157584761095,0.7997022896788741
64,10,4,0.11647804693753863,0.31199114612637685
64,10,4,0.27385640487539364,0.06466313336573051
64,10,4,0.3902322842914121,0.020194947231597003
64,10,4,0.3671471620642709,0.025439005820855818
64,10,4,0.22499999999999976,0.10539922456186461
64,10,4,0.07906087067552714,0.4535686209527401
64,10,4,0.010335619845733997,0.9018056944681789
64,10,4,3.265719826228748e-05,0.9996734813362027
64,10,4,0.000942325696901928,0.9906210027841544
64,10,4,0.027849781852157886,0.7569199189525747
64,10,4,0.13048831897393245,0.2712042126302039
64,10,4,0.28950167934952425,0.055298096438574286
64,10,4,0.39499133362232625,0.0192563705328721
64,10,4,0.3567699352095441,0.028220704957443478
64,10,4,0.20853283816427184,0.12426630669102252
64,10,4,0.06828573342731857,0.5051714844031172
64,10,4,0.0076322881701730546,0.9265170028717142
64,10,4,6.472503658753173e-06,0.9999352770580325
64,10,4,0.00159139796656817,0.9842119786574965
