validated file 0: 21842 score rows, 21586 retained
validated file 88: 28753 score rows, 28497 retained
validated file 89: 28752 score rows, 28496 retained
validated file 90: 28752 score rows, 28496 retained
validated file 91: 28752 score rows, 28496 retained
validated file 92: 28751 score rows, 28495 retained
validated file 93: 28752 score rows, 28496 retained
validated file 94: 28752 score rows, 28496 retained
validated file 95: 28751 score rows, 28495 retained
validated file 96: 28751 score rows, 28495 retained
validated file 97: 28750 score rows, 28494 retained
validated file 98: 28746 score rows, 28490 retained
validated file 99: 28743 score rows, 28487 retained
validated file 100: 28740 score rows, 28484 retained
validated file 101: 28749 score rows, 28493 retained
validated file 102: 28748 score rows, 28492 retained
validated file 103: 28739 score rows, 28483 retained
validated file 104: 28739 score rows, 28483 retained
validated file 105: 28730 score rows, 28474 retained
validated file 106: 28699 score rows, 28443 retained
validated file 107: 28692 score rows, 28436 retained
validated file 108: 28577 score rows, 28321 retained
validated file 109: 28578 score rows, 28322 retained
validated file 110: 28577 score rows, 28321 retained
validated file 111: 28577 score rows, 28321 retained
validated file 112: 28577 score rows, 28321 retained
validated file 113: 28576 score rows, 28320 retained
validated file 114: 28538 score rows, 28282 retained
validated file 115: 28537 score rows, 28281 retained
validated file 116: 28537 score rows, 28281 retained
validated file 117: 28537 score rows, 28281 retained
validated file 118: 28536 score rows, 28280 retained
validated file 119: 28488 score rows, 28232 retained
validated file 120: 28487 score rows, 28231 retained
validated file 121: 28486 score rows, 28230 retained
validated file 122: 28487 score rows, 28231 retained
validated file 123: 28483 score rows, 28227 retained
validated file 124: 28485 score rows, 28229 retained
validated file 125: 28484 score rows, 28228 retained
validated file 126: 28482 score rows, 28226 retained
validated file 127: 28480 score rows, 28224 retained
validated file 128: 28483 score rows, 28227 retained
validated file 129: 28482 score rows, 28226 retained
validated file 130: 28486 score rows, 28230 retained
validated file 131: 28484 score rows, 28228 retained
validated file 132: 28481 score rows, 28225 retained
validated file 133: 28487 score rows, 28231 retained
validated file 134: 28482 score rows, 28226 retained
validated file 135: 28481 score rows, 28225 retained
validated file 136: 28480 score rows, 28224 retained
validated file 137: 28486 score rows, 28230 retained
validated file 138: 28481 score rows, 28225 retained
validated file 139: 28481 score rows, 28225 retained
validated file 140: 28482 score rows, 28226 retained
validated file 141: 28480 score rows, 28224 retained
validated file 142: 28483 score rows, 28227 retained
validated file 143: 28481 score rows, 28225 retained
validated file 144: 28482 score rows, 28226 retained
validated file 145: 28481 score rows, 28225 retained
validated file 146: 28481 score rows, 28225 retained
validated file 147: 28488 score rows, 28232 retained
validated file 148: 28481 score rows, 28225 retained
validated file 149: 28480 score rows, 28224 retained
validated file 150: 28483 score rows, 28227 retained
validated file 151: 28481 score rows, 28225 retained
validated file 152: 28480 score rows, 28224 retained
validated file 153: 28480 score rows, 28224 retained
validated file 154: 28481 score rows, 28225 retained
validated file 155: 26636 score rows, 26380 retained
validated file 156: 28491 score rows, 28235 retained
validated file 157: 28479 score rows, 28223 retained
validated file 158: 28479 score rows, 28223 retained
validated file 159: 28479 score rows, 28223 retained
validated file 160: 28492 score rows, 28236 retained
validated file 161: 28479 score rows, 28223 retained
validated file 162: 28479 score rows, 28223 retained
validated file 163: 28478 score rows, 28222 retained
validated file 164: 28477 score rows, 28221 retained
validated file 165: 28478 score rows, 28222 retained
validated file 166: 28491 score rows, 28235 retained
validated file 167: 24781 score rows, 24525 retained
validated file 168: 28490 score rows, 28234 retained
validated file 169: 28479 score rows, 28223 retained
validated file 170: 28476 score rows, 28220 retained
validated file 171: 28477 score rows, 28221 retained
validated file 172: 28477 score rows, 28221 retained
validated file 173: 28481 score rows, 28225 retained
validated file 174: 28477 score rows, 28221 retained
validated file 175: 28476 score rows, 28220 retained
validated file 176: 28479 score rows, 28223 retained
validated file 177: 28476 score rows, 28220 retained
validated file 178: 28475 score rows, 28219 retained
validated file 179: 28477 score rows, 28221 retained
validated file 180: 28477 score rows, 28221 retained
validated file 181: 28480 score rows, 28224 retained
validated file 182: 28477 score rows, 28221 retained
validated file 183: 21202 score rows, 20946 retained
validated file 184: 28476 score rows, 28220 retained
validated file 185: 28477 score rows, 28221 retained
validated file 186: 28481 score rows, 28225 retained
validated file 187: 28476 score rows, 28220 retained
validated file 188: 28476 score rows, 28220 retained
validated file 189: 28474 score rows, 28218 retained
validated file 190: 28475 score rows, 28219 retained
validated file 191: 28476 score rows, 28220 retained
validated file 192: 28480 score rows, 28224 retained
validated file 193: 28474 score rows, 28218 retained
validated file 194: 28474 score rows, 28218 retained
validated file 195: 28481 score rows, 28225 retained
validated file 196: 28473 score rows, 28217 retained
validated file 197: 28482 score rows, 28226 retained
validated file 198: 28475 score rows, 28219 retained
validated file 199: 28473 score rows, 28217 retained
validated file 200: 28478 score rows, 28222 retained
validated file 201: 28483 score rows, 28227 retained
validated file 202: 28472 score rows, 28216 retained
validated file 203: 28472 score rows, 28216 retained
validated file 204: 28471 score rows, 28215 retained
validated file 205: 28473 score rows, 28217 retained
validated file 206: 28471 score rows, 28215 retained
validated file 207: 28352 score rows, 28096 retained
validated file 208: 28490 score rows, 28234 retained
validated file 209: 28489 score rows, 28233 retained
validated file 210: 28489 score rows, 28233 retained
validated file 211: 28488 score rows, 28232 retained
validated file 212: 28485 score rows, 28229 retained
validated file 213: 28485 score rows, 28229 retained
validated file 214: 28489 score rows, 28233 retained
validated file 215: 28485 score rows, 28229 retained
validated file 216: 28481 score rows, 28225 retained
validated file 217: 28480 score rows, 28224 retained
validated file 218: 28480 score rows, 28224 retained
validated file 219: 28480 score rows, 28224 retained
validated file 220: 28481 score rows, 28225 retained
validated file 221: 26294 score rows, 26038 retained
validated file 222: 28480 score rows, 28224 retained
validated file 223: 28485 score rows, 28229 retained
validated file 224: 28485 score rows, 28229 retained
validated file 225: 28486 score rows, 28230 retained
validated file 226: 28484 score rows, 28228 retained
validated file 227: 28484 score rows, 28228 retained
validated file 228: 28315 score rows, 28059 retained
validated file 229: 28482 score rows, 28226 retained
validated file 230: 28482 score rows, 28226 retained
validated file 231: 28146 score rows, 27890 retained
validated file 232: 27642 score rows, 27386 retained
validated file 233: 28482 score rows, 28226 retained
validated file 234: 26969 score rows, 26713 retained
validated file 235: 28481 score rows, 28225 retained
validated file 236: 28481 score rows, 28225 retained
validated file 237: 28481 score rows, 28225 retained
validated file 238: 28480 score rows, 28224 retained
validated file 239: 28480 score rows, 28224 retained
validated file 240: 28480 score rows, 28224 retained
validated file 241: 28480 score rows, 28224 retained
validated file 242: 28144 score rows, 27888 retained
validated file 243: 28144 score rows, 27888 retained
validated file 244: 27140 score rows, 26884 retained
validated file 245: 28480 score rows, 28224 retained
validated file 246: 28479 score rows, 28223 retained
validated file 247: 28479 score rows, 28223 retained
validated file 248: 28480 score rows, 28224 retained
validated file 249: 28479 score rows, 28223 retained
validated file 250: 25791 score rows, 25535 retained
validated file 251: 27639 score rows, 27383 retained
validated file 252: 28479 score rows, 28223 retained
validated file 253: 28479 score rows, 28223 retained
validated file 254: 28479 score rows, 28223 retained
validated file 255: 28481 score rows, 28225 retained
validated file 256: 28480 score rows, 28224 retained
validated file 257: 28479 score rows, 28223 retained
validated file 258: 28479 score rows, 28223 retained
validated file 259: 28480 score rows, 28224 retained
validated file 260: 18566 score rows, 18310 retained
validated file 261: 28480 score rows, 28224 retained
validated file 262: 28479 score rows, 28223 retained
validated file 263: 28479 score rows, 28223 retained
validated file 264: 28478 score rows, 28222 retained
validated file 265: 28479 score rows, 28223 retained
validated file 266: 28479 score rows, 28223 retained
validated file 267: 28479 score rows, 28223 retained
validated file 268: 28310 score rows, 28054 retained
validated file 269: 28310 score rows, 28054 retained
validated file 270: 28477 score rows, 28221 retained
validated file 271: 28309 score rows, 28053 retained
validated file 272: 28310 score rows, 28054 retained
validated file 273: 28309 score rows, 28053 retained
validated file 274: 28477 score rows, 28221 retained
validated file 275: 28479 score rows, 28223 retained
validated file 276: 28477 score rows, 28221 retained
validated file 277: 28477 score rows, 28221 retained
validated file 278: 28478 score rows, 28222 retained
validated file 279: 28478 score rows, 28222 retained
validated file 280: 28477 score rows, 28221 retained
validated file 281: 27974 score rows, 27718 retained
validated file 282: 28478 score rows, 28222 retained
validated file 283: 28477 score rows, 28221 retained
validated file 284: 28141 score rows, 27885 retained
validated file 285: 28476 score rows, 28220 retained
validated file 286: 28477 score rows, 28221 retained
validated file 287: 28476 score rows, 28220 retained
validated file 288: 27972 score rows, 27716 retained
validated file 289: 28475 score rows, 28219 retained
validated file 290: 28476 score rows, 28220 retained
validated file 291: 28476 score rows, 28220 retained
validated file 292: 28478 score rows, 28222 retained
validated file 293: 28476 score rows, 28220 retained
validated file 294: 28475 score rows, 28219 retained
validated file 295: 28476 score rows, 28220 retained
validated file 296: 28476 score rows, 28220 retained
validated file 297: 28475 score rows, 28219 retained
validated file 298: 28476 score rows, 28220 retained
validated file 299: 28475 score rows, 28219 retained
validated file 300: 28475 score rows, 28219 retained
validated file 301: 28475 score rows, 28219 retained
validated file 302: 28474 score rows, 28218 retained
validated file 303: 28453 score rows, 28197 retained
validated file 304: 28453 score rows, 28197 retained
validated file 305: 28336 score rows, 28080 retained
validated file 306: 28490 score rows, 28234 retained
validated file 307: 28479 score rows, 28223 retained
validated file 308: 28475 score rows, 28219 retained
validated file 309: 28475 score rows, 28219 retained
validated file 310: 28474 score rows, 28218 retained
validated file 311: 28476 score rows, 28220 retained
validated file 312: 28472 score rows, 28216 retained
validated file 313: 28472 score rows, 28216 retained
validated file 314: 28472 score rows, 28216 retained
validated file 315: 28471 score rows, 28215 retained
validated file 316: 28472 score rows, 28216 retained
validated file 317: 28472 score rows, 28216 retained
validated file 318: 28473 score rows, 28217 retained
validated file 319: 28472 score rows, 28216 retained
validated file 320: 28470 score rows, 28214 retained
validated file 321: 28470 score rows, 28214 retained
validated file 322: 28470 score rows, 28214 retained
validated file 323: 28471 score rows, 28215 retained
validated file 324: 28470 score rows, 28214 retained
validated file 325: 28471 score rows, 28215 retained
validated file 326: 28472 score rows, 28216 retained
validated file 327: 28470 score rows, 28214 retained
validated file 328: 28472 score rows, 28216 retained
validated file 329: 28470 score rows, 28214 retained
validated file 330: 28470 score rows, 28214 retained
validated file 331: 28470 score rows, 28214 retained
validated file 332: 28471 score rows, 28215 retained
validated file 333: 28468 score rows, 28212 retained
validated file 334: 28469 score rows, 28213 retained
validated file 335: 28469 score rows, 28213 retained
validated file 336: 28468 score rows, 28212 retained
validated file 337: 28469 score rows, 28213 retained
validated file 338: 28469 score rows, 28213 retained
validated file 339: 28469 score rows, 28213 retained
validated file 340: 28469 score rows, 28213 retained
validated file 341: 28468 score rows, 28212 retained
validated file 342: 28469 score rows, 28213 retained
validated file 343: 28468 score rows, 28212 retained
validated file 344: 28468 score rows, 28212 retained
validated file 345: 28470 score rows, 28214 retained
validated file 346: 28469 score rows, 28213 retained
validated file 347: 28469 score rows, 28213 retained
validated file 348: 28469 score rows, 28213 retained
validated file 349: 28469 score rows, 28213 retained
validated file 350: 28468 score rows, 28212 retained
validated file 351: 28468 score rows, 28212 retained
validated file 352: 28469 score rows, 28213 retained
validated file 353: 28468 score rows, 28212 retained
validated file 354: 28468 score rows, 28212 retained
validated file 355: 28468 score rows, 28212 retained
validated file 356: 28468 score rows, 28212 retained
validated file 357: 28468 score rows, 28212 retained
validated file 358: 28468 score rows, 28212 retained
validated file 359: 28469 score rows, 28213 retained
validated file 360: 28469 score rows, 28213 retained
validated file 361: 27629 score rows, 27373 retained
validated file 362: 28468 score rows, 28212 retained
validated file 363: 28467 score rows, 28211 retained
validated file 364: 28468 score rows, 28212 retained
validated file 365: 28469 score rows, 28213 retained
validated file 366: 28468 score rows, 28212 retained
validated file 367: 28299 score rows, 28043 retained
validated file 368: 28468 score rows, 28212 retained
validated file 369: 28467 score rows, 28211 retained
validated file 370: 28468 score rows, 28212 retained
validated file 371: 28467 score rows, 28211 retained
validated file 372: 28468 score rows, 28212 retained
validated file 373: 28467 score rows, 28211 retained
validated file 374: 28466 score rows, 28210 retained
validated file 375: 28467 score rows, 28211 retained
validated file 376: 28467 score rows, 28211 retained
validated file 377: 28130 score rows, 27874 retained
validated file 378: 28466 score rows, 28210 retained
validated file 379: 28465 score rows, 28209 retained
validated file 380: 28466 score rows, 28210 retained
validated file 381: 28465 score rows, 28209 retained
validated file 382: 28466 score rows, 28210 retained
validated file 383: 28467 score rows, 28211 retained
validated file 384: 28467 score rows, 28211 retained
validated file 385: 28467 score rows, 28211 retained
validated file 386: 28468 score rows, 28212 retained
validated file 387: 28468 score rows, 28212 retained
validated file 388: 28466 score rows, 28210 retained
validated file 389: 28130 score rows, 27874 retained
validated file 390: 28466 score rows, 28210 retained
validated file 391: 28465 score rows, 28209 retained
validated file 392: 28466 score rows, 28210 retained
validated file 393: 28468 score rows, 28212 retained
validated file 394: 28468 score rows, 28212 retained
validated file 395: 28477 score rows, 28221 retained
validated file 396: 28477 score rows, 28221 retained
validated file 397: 28476 score rows, 28220 retained
validated file 398: 28481 score rows, 28225 retained
validated file 399: 28480 score rows, 28224 retained
validated file 400: 28480 score rows, 28224 retained
validated file 401: 28496 score rows, 28240 retained
validated file 402: 28532 score rows, 28276 retained
validated file 403: 28493 score rows, 28237 retained
validated file 404: 28494 score rows, 28238 retained
validated file 405: 28495 score rows, 28239 retained
validated file 406: 28492 score rows, 28236 retained
validated file 407: 28493 score rows, 28237 retained
validated file 408: 28493 score rows, 28237 retained
validated file 409: 28492 score rows, 28236 retained
validated file 410: 29086 score rows, 28830 retained
validated file 411: 29085 score rows, 28829 retained
validated file 412: 16654 score rows, 16398 retained
validated file 413: 28244 score rows, 27988 retained
validated file 414: 28916 score rows, 28660 retained
validated file 415: 29079 score rows, 28823 retained
validated file 416: 29083 score rows, 28827 retained
validated file 417: 29083 score rows, 28827 retained
validated file 418: 29082 score rows, 28826 retained
validated file 419: 29082 score rows, 28826 retained
validated file 420: 29082 score rows, 28826 retained
validated file 421: 29081 score rows, 28825 retained
validated file 422: 29082 score rows, 28826 retained
validated file 423: 29080 score rows, 28824 retained
validated file 424: 29081 score rows, 28825 retained
validated file 425: 29082 score rows, 28826 retained
validated file 426: 29081 score rows, 28825 retained
validated file 427: 29081 score rows, 28825 retained
validated file 428: 29083 score rows, 28827 retained
validated file 429: 29081 score rows, 28825 retained
validated file 430: 29079 score rows, 28823 retained
validated file 431: 29080 score rows, 28824 retained
validated file 432: 29079 score rows, 28823 retained
validated file 433: 29080 score rows, 28824 retained
validated file 434: 29079 score rows, 28823 retained
validated file 435: 29079 score rows, 28823 retained
validated file 436: 29077 score rows, 28821 retained
validated file 437: 29077 score rows, 28821 retained
validated file 438: 29077 score rows, 28821 retained
validated file 439: 29079 score rows, 28823 retained
validated file 440: 29435 score rows, 29179 retained
validated file 441: 29433 score rows, 29177 retained
validated file 442: 29434 score rows, 29178 retained
validated file 443: 29438 score rows, 29182 retained
validated file 444: 29436 score rows, 29180 retained
validated file 445: 29435 score rows, 29179 retained
validated file 446: 29435 score rows, 29179 retained
validated file 447: 29433 score rows, 29177 retained
validated file 448: 29509 score rows, 29253 retained
validated file 449: 29516 score rows, 29260 retained
validated file 450: 29515 score rows, 29259 retained
validated file 451: 29516 score rows, 29260 retained
validated file 452: 29516 score rows, 29260 retained
validated file 453: 29516 score rows, 29260 retained
validated file 454: 29519 score rows, 29263 retained
validated file 455: 29516 score rows, 29260 retained
validated file 456: 29516 score rows, 29260 retained
validated file 457: 29516 score rows, 29260 retained
validated file 458: 29512 score rows, 29256 retained
validated file 459: 29510 score rows, 29254 retained
validated file 460: 29511 score rows, 29255 retained
validated file 461: 29513 score rows, 29257 retained
validated file 462: 29514 score rows, 29258 retained
validated file 463: 29514 score rows, 29258 retained
validated file 464: 29514 score rows, 29258 retained
validated file 465: 29515 score rows, 29259 retained
validated file 466: 29515 score rows, 29259 retained
validated file 467: 29517 score rows, 29261 retained
validated file 468: 29515 score rows, 29259 retained
validated file 469: 29515 score rows, 29259 retained
validated file 470: 29516 score rows, 29260 retained
validated file 471: 29514 score rows, 29258 retained
validated file 472: 29515 score rows, 29259 retained
validated file 473: 29509 score rows, 29253 retained
validated file 474: 27838 score rows, 27582 retained
validated file 475: 28504 score rows, 28248 retained
validated file 476: 29512 score rows, 29256 retained
validated file 477: 29512 score rows, 29256 retained
validated file 478: 29513 score rows, 29257 retained
validated file 479: 29513 score rows, 29257 retained
validated file 480: 29512 score rows, 29256 retained
validated file 481: 29512 score rows, 29256 retained
validated file 482: 29512 score rows, 29256 retained
validated file 483: 29513 score rows, 29257 retained
validated file 484: 29513 score rows, 29257 retained
validated file 485: 27999 score rows, 27743 retained
validated file 486: 22625 score rows, 22369 retained
validated file 487: 29512 score rows, 29256 retained
validated file 488: 29512 score rows, 29256 retained
validated file 489: 29505 score rows, 29249 retained
validated file 490: 29509 score rows, 29253 retained
validated file 491: 29512 score rows, 29256 retained
validated file 492: 29510 score rows, 29254 retained
validated file 493: 29511 score rows, 29255 retained
validated file 494: 29513 score rows, 29257 retained
validated file 495: 29510 score rows, 29254 retained
validated file 496: 29510 score rows, 29254 retained
validated file 497: 29510 score rows, 29254 retained
validated file 498: 29508 score rows, 29252 retained
validated file 499: 29503 score rows, 29247 retained
validated file 500: 29505 score rows, 29249 retained
validated file 501: 29509 score rows, 29253 retained
validated file 502: 29508 score rows, 29252 retained
validated file 503: 29507 score rows, 29251 retained
validated file 504: 29510 score rows, 29254 retained
validated file 505: 29503 score rows, 29247 retained
validated file 506: 29505 score rows, 29249 retained
validated file 507: 29508 score rows, 29252 retained
validated file 508: 29508 score rows, 29252 retained
validated file 509: 29508 score rows, 29252 retained
validated file 510: 29508 score rows, 29252 retained
validated file 511: 29508 score rows, 29252 retained
validated file 512: 29504 score rows, 29248 retained
validated file 513: 29507 score rows, 29251 retained
validated file 514: 29506 score rows, 29250 retained
validated file 515: 29506 score rows, 29250 retained
validated file 516: 29507 score rows, 29251 retained
validated file 517: 29506 score rows, 29250 retained
validated file 518: 29506 score rows, 29250 retained
validated file 519: 29507 score rows, 29251 retained
validated file 520: 29505 score rows, 29249 retained
validated file 521: 29506 score rows, 29250 retained
validated file 522: 29506 score rows, 29250 retained
validated file 523: 25589 score rows, 25333 retained
validated file 524: 29506 score rows, 29250 retained
validated file 525: 29506 score rows, 29250 retained
validated file 526: 29507 score rows, 29251 retained
validated file 527: 29503 score rows, 29247 retained
validated file 528: 29507 score rows, 29251 retained
validated file 529: 25588 score rows, 25332 retained
validated file 530: 29508 score rows, 29252 retained
validated file 531: 29506 score rows, 29250 retained
validated file 532: 29507 score rows, 29251 retained
validated file 533: 29505 score rows, 29249 retained
validated file 534: 29504 score rows, 29248 retained
validated file 535: 29500 score rows, 29244 retained
validated file 536: 29500 score rows, 29244 retained
validated file 537: 29505 score rows, 29249 retained
validated file 538: 29506 score rows, 29250 retained
validated file 539: 29505 score rows, 29249 retained
validated file 540: 25589 score rows, 25333 retained
validated file 541: 29505 score rows, 29249 retained
validated file 542: 29505 score rows, 29249 retained
validated file 543: 29500 score rows, 29244 retained
validated file 544: 29497 score rows, 29241 retained
validated file 545: 29505 score rows, 29249 retained
validated file 546: 29503 score rows, 29247 retained
validated file 547: 29504 score rows, 29248 retained
validated file 548: 29506 score rows, 29250 retained
validated file 549: 29504 score rows, 29248 retained
validated file 550: 29532 score rows, 29276 retained
validated file 551: 29587 score rows, 29331 retained
validated file 552: 29581 score rows, 29325 retained
validated file 553: 25656 score rows, 25400 retained
validated file 554: 29504 score rows, 29248 retained
validated file 555: 29504 score rows, 29248 retained
validated file 556: 29505 score rows, 29249 retained
validated file 557: 29504 score rows, 29248 retained
validated file 558: 29504 score rows, 29248 retained
validated file 559: 29502 score rows, 29246 retained
validated file 560: 29498 score rows, 29242 retained
validated file 561: 29502 score rows, 29246 retained
validated file 562: 29503 score rows, 29247 retained
validated file 563: 29504 score rows, 29248 retained
validated file 564: 29503 score rows, 29247 retained
validated file 565: 29503 score rows, 29247 retained
validated file 566: 29497 score rows, 29241 retained
validated file 567: 29497 score rows, 29241 retained
validated file 568: 29507 score rows, 29251 retained
validated file 569: 27071 score rows, 26815 retained
validated file 570: 29505 score rows, 29249 retained
validated file 571: 29504 score rows, 29248 retained
validated file 572: 29504 score rows, 29248 retained
validated file 573: 29502 score rows, 29246 retained
validated file 574: 29504 score rows, 29248 retained
validated file 575: 29498 score rows, 29242 retained
validated file 576: 29502 score rows, 29246 retained
validated file 577: 29496 score rows, 29240 retained
validated file 578: 29897 score rows, 29641 retained
validated file 579: 29897 score rows, 29641 retained
validated file 580: 29895 score rows, 29639 retained
validated file 581: 29896 score rows, 29640 retained
validated file 582: 29896 score rows, 29640 retained
validated file 583: 29895 score rows, 29639 retained
validated file 584: 29895 score rows, 29639 retained
validated file 585: 29895 score rows, 29639 retained
validated file 586: 29895 score rows, 29639 retained
validated file 587: 29895 score rows, 29639 retained
validated file 588: 29895 score rows, 29639 retained
validated file 589: 29893 score rows, 29637 retained
validated file 590: 29896 score rows, 29640 retained
validated file 591: 29895 score rows, 29639 retained
validated file 592: 29895 score rows, 29639 retained
validated file 593: 29896 score rows, 29640 retained
validated file 594: 29895 score rows, 29639 retained
validated file 595: 29895 score rows, 29639 retained
validated file 596: 29895 score rows, 29639 retained
validated file 597: 29916 score rows, 29660 retained
validated file 598: 29919 score rows, 29663 retained
validated file 599: 29918 score rows, 29662 retained
validated file 600: 29918 score rows, 29662 retained
validated file 601: 29917 score rows, 29661 retained
validated file 602: 29918 score rows, 29662 retained
validated file 603: 29918 score rows, 29662 retained
validated file 604: 28666 score rows, 28410 retained
validated file 605: 29919 score rows, 29663 retained
validated file 606: 29919 score rows, 29663 retained
validated file 607: 29918 score rows, 29662 retained
validated file 608: 29918 score rows, 29662 retained
validated file 609: 29919 score rows, 29663 retained
validated file 610: 29918 score rows, 29662 retained
validated file 611: 29919 score rows, 29663 retained
validated file 612: 29918 score rows, 29662 retained
validated file 613: 29918 score rows, 29662 retained
validated file 614: 29918 score rows, 29662 retained
validated file 615: 29918 score rows, 29662 retained
validated file 616: 29917 score rows, 29661 retained
validated file 617: 29918 score rows, 29662 retained
validated file 618: 29917 score rows, 29661 retained
validated file 619: 29919 score rows, 29663 retained
validated file 620: 29918 score rows, 29662 retained
validated file 621: 29919 score rows, 29663 retained
validated file 622: 29917 score rows, 29661 retained
validated file 623: 29917 score rows, 29661 retained
validated file 624: 29916 score rows, 29660 retained
validated file 625: 29916 score rows, 29660 retained
validated file 626: 29916 score rows, 29660 retained
validated file 627: 29917 score rows, 29661 retained
validated file 628: 29917 score rows, 29661 retained
validated file 629: 29916 score rows, 29660 retained
validated file 630: 29917 score rows, 29661 retained
validated file 631: 29916 score rows, 29660 retained
validated file 632: 29917 score rows, 29661 retained
validated file 633: 29916 score rows, 29660 retained
validated file 634: 29916 score rows, 29660 retained
validated file 635: 29919 score rows, 29663 retained
validated file 636: 29916 score rows, 29660 retained
validated file 637: 29916 score rows, 29660 retained
validated file 638: 29916 score rows, 29660 retained
validated file 639: 29916 score rows, 29660 retained
validated file 640: 29915 score rows, 29659 retained
validated file 641: 29924 score rows, 29668 retained
validated file 642: 29925 score rows, 29669 retained
validated file 643: 29925 score rows, 29669 retained
validated file 644: 29924 score rows, 29668 retained
validated file 645: 29923 score rows, 29667 retained
validated file 646: 29924 score rows, 29668 retained
validated file 647: 29925 score rows, 29669 retained
validated file 648: 29924 score rows, 29668 retained
validated file 649: 29923 score rows, 29667 retained
validated file 650: 29923 score rows, 29667 retained
validated file 651: 29923 score rows, 29667 retained
validated file 652: 29923 score rows, 29667 retained
validated file 653: 29924 score rows, 29668 retained
validated file 654: 29923 score rows, 29667 retained
validated file 655: 29926 score rows, 29670 retained
validated file 656: 29883 score rows, 29627 retained
validated file 657: 29884 score rows, 29628 retained
validated file 658: 26244 score rows, 25988 retained
validated file 659: 29884 score rows, 29628 retained
validated file 660: 29886 score rows, 29630 retained
validated file 661: 29918 score rows, 29662 retained
validated file 662: 29917 score rows, 29661 retained
validated file 663: 29918 score rows, 29662 retained
validated file 664: 29917 score rows, 29661 retained
