r_au,mission,max_alignment,best_orient_idx
1.0,ACE,0.8209787698560286,7
1.0,ACE,0.6624354061156628,6
1.0,ACE,0.6676596080414104,0
1.0,ACE,0.7271951175512388,1
1.0,ACE,0.6645934271587768,0
1.0,ACE,0.7092894463816585,2
1.0,ACE,0.7713080606848414,0
1.0,ACE,0.6442442983704787,2
1.0,ACE,0.8328447636321317,0
1.0,ACE,0.7856340184440775,4
1.0,ACE,0.9189143772995276,2
1.0,ACE,0.7964304669492209,0
1.0,ACE,0.9753269657671608,0
1.0,ACE,0.6617472805190474,0
1.0,ACE,0.9090969814434392,1
1.0,ACE,0.8083204334019405,4
1.0,ACE,0.8225380147012684,1
1.0,ACE,0.6549588438870932,5
1.0,ACE,0.6991949243212231,0
1.0,ACE,0.5528409159345442,0
1.0,ACE,0.6364970485811606,10
1.0,ACE,0.6796286044279871,4
1.0,ACE,0.7212570671166113,2
1.0,ACE,0.6702512751848333,1
1.0,ACE,0.6971059302001505,1
1.0,ACE,0.5570597866458779,0
1.0,ACE,0.7270243934706958,1
1.0,ACE,0.7730065336449834,0
1.0,ACE,0.8868611787774783,3
1.0,ACE,0.7057966891044357,0
1.0,ACE,0.8245640838774032,7
1.0,ACE,0.6727487125388257,0
1.0,ACE,0.7631247951729679,2
1.0,ACE,0.7608326501994527,6
1.0,ACE,0.8195128268115763,8
1.0,ACE,0.9320988214626554,0
1.0,ACE,0.9287514847482057,1
1.0,ACE,0.9930634225495448,0
1.0,ACE,0.9585820136817215,7
1.0,ACE,0.9653975776386381,2
1.0,ACE,0.8859758655231791,0
1.0,ACE,0.9312437986888398,2
1.0,ACE,0.9065663879099909,0
1.0,ACE,0.9639595207657103,0
1.0,ACE,0.9598040977982887,6
1.0,ACE,0.999122526036409,4
1.0,ACE,0.9929016245038061,0
1.0,ACE,0.9712510486688627,0
1.0,ACE,0.8126824217129595,0
1.0,ACE,0.6813772570373218,0
1.0,ACE,0.6183322664028617,0
1.0,ACE,0.6064269423429929,6
1.0,ACE,0.6805686390996397,7
1.0,ACE,0.651885248925351,16
1.0,ACE,0.6616494777173141,0
1.0,ACE,0.7358933123741577,0
1.0,ACE,0.7122940030244531,13
1.0,ACE,0.9420083581481385,4
1.0,ACE,0.8976601929311184,6
1.0,ACE,0.9207233929006996,0
1.0,ACE,0.732907469527141,0
1.0,ACE,0.7429782795430955,0
1.0,ACE,0.6368408254036468,3
1.0,ACE,0.7808453266034204,2
1.0,ACE,0.7200364795462978,0
1.0,ACE,0.9429978911083958,13
1.0,ACE,0.7458503769776271,1
1.0,ACE,0.9549799915166779,14
1.0,ACE,0.9175024172450473,3
1.0,ACE,0.9634013979993575,1
1.0,ACE,0.9896096146263604,2
1.0,ACE,0.9733314900425069,4
1.0,ACE,0.9967062589402959,8
1.0,ACE,0.9828573863353173,5
1.0,ACE,0.9936402083905632,0
1.0,ACE,0.9866374757107329,4
1.0,ACE,0.9894464056343418,0
1.0,ACE,0.925954030196976,7
1.0,ACE,0.9493573861877759,5
1.0,ACE,0.6795493949650143,6
1.0,ACE,0.6644207336954386,0
1.0,ACE,0.5750285414618783,0
1.0,ACE,0.4949316725962798,5
1.0,ACE,0.5732937964588555,0
1.0,ACE,0.6290411107611483,0
1.0,ACE,0.8145669142025964,1
1.0,ACE,0.9129556592554534,6
1.0,ACE,0.9755223898643571,0
1.0,ACE,0.9936722523586905,0
1.0,ACE,0.8144839207831204,0
1.0,ACE,0.862954500871918,0
1.0,ACE,0.8432536620063171,9
1.0,ACE,0.9124835644897089,3
1.0,ACE,0.9917653571272864,2
1.0,ACE,0.9917321756231228,0
1.0,ACE,0.9668616289983044,0
1.0,ACE,0.9194447062011025,12
1.0,ACE,0.953235252653464,12
1.0,ACE,0.751980532942966,5
1.0,ACE,0.9800682715298796,0
1.0,ACE,0.7714196611054245,0
1.0,ACE,0.8344226482483394,0
1.0,ACE,0.9097276906707014,2
1.0,ACE,0.7433299966498775,0
1.0,ACE,0.9547122663290976,13
1.0,ACE,0.6355708633954508,1
1.0,ACE,0.9577698109823343,1
1.0,ACE,0.6735985959178453,3
1.0,ACE,0.9432896753806621,11
1.0,ACE,0.8368428860960303,0
1.0,ACE,0.8192604182611711,0
1.0,ACE,0.703498186788651,17
1.0,ACE,0.8016669853864341,1
1.0,ACE,0.40330894002106715,5
1.0,ACE,0.8528378225784243,5
1.0,ACE,0.64865643389288,3
1.0,ACE,0.8482411088664462,0
1.0,ACE,0.680683866136307,2
1.0,ACE,0.7278726400188154,0
1.0,ACE,0.7587219039736682,3
1.0,ACE,0.8925562635742557,8
1.0,ACE,0.9526642621585562,1
1.0,ACE,0.9124485539221309,3
1.0,ACE,0.8515755774212892,0
1.0,ACE,0.7265229956580287,0
1.0,ACE,0.7166472027311238,3
1.0,ACE,0.5807154244631993,0
1.0,ACE,0.8794663274069713,4
1.0,ACE,0.8579908017093925,2
1.0,ACE,0.9777549268761617,3
1.0,ACE,0.9866353794613949,2
1.0,ACE,0.9334178593005463,2
1.0,ACE,0.9882882082151726,0
1.0,ACE,0.9136302837059791,1
1.0,ACE,0.9510744435634426,3
1.0,ACE,0.9097558760845208,4
1.0,ACE,0.9026529642680355,6
1.0,ACE,0.9283085817370769,0
1.0,ACE,0.9355575810791242,3
1.0,ACE,0.8330948052009343,0
1.0,ACE,0.8430934200382617,7
1.0,ACE,0.6745735227379639,5
1.0,ACE,0.7080717408920195,4
1.0,ACE,0.6518590509278426,0
1.0,ACE,0.5934761920768181,0
1.0,ACE,0.6746908026134234,0
1.0,ACE,0.5710186783664474,8
1.0,ACE,0.6385407387097757,0
1.0,ACE,0.5372254076183766,0
1.0,ACE,0.6182305507814057,0
1.0,ACE,0.7075718152385208,0
1.0,ACE,0.7727454825502172,0
1.0,ACE,0.9450287418724146,0
1.0,ACE,0.9100834402804037,0
1.0,ACE,0.6603963455964529,0
1.0,ACE,0.7624696014923202,0
1.0,ACE,0.6399226943509323,0
1.0,ACE,0.6439618310803699,9
1.0,ACE,0.5710904905568756,0
1.0,ACE,0.7195996120152413,9
1.0,ACE,0.5795391364022421,5
1.0,ACE,0.848652851651418,8
1.0,ACE,0.8895933822110428,0
1.0,ACE,0.8983996410313685,11
1.0,ACE,0.9137881088939486,11
1.0,ACE,0.9270340397915378,3
1.0,ACE,0.9022880659287388,0
1.0,ACE,0.8802787238771352,0
1.0,ACE,0.92496173740098,9
1.0,ACE,0.8084393760486597,0
1.0,ACE,0.8967540077011559,1
1.0,ACE,0.8297508897012752,0
1.0,ACE,0.750705419840983,0
1.0,ACE,0.68602828966864,0
1.0,ACE,0.5707205584937014,0
1.0,ACE,0.5178741763711394,2
1.0,ACE,0.5103089761848237,0
1.0,ACE,0.503456763571536,2
1.0,ACE,0.5041164837802753,18
1.0,ACE,0.6346437601897484,2
1.0,ACE,0.5152492888104003,9
1.0,ACE,0.7244836013402107,0
1.0,ACE,0.6315452468923037,0
1.0,ACE,0.6605842666169032,0
1.0,ACE,0.67366711535613,0
1.0,ACE,0.586978344458235,2
1.0,ACE,0.6438427091445282,0
1.0,ACE,0.5270230012564461,3
1.0,ACE,0.5832787555800288,5
1.0,ACE,0.5795859091002965,0
1.0,ACE,0.5209774431177036,0
1.0,ACE,0.8435177319481183,0
1.0,ACE,0.62317893587853,0
1.0,ACE,0.8783461315644999,1
1.0,ACE,0.7712586401503225,1
1.0,ACE,0.7028661530293813,0
1.0,ACE,0.8343578322009177,0
1.0,ACE,0.5670702977855747,17
1.0,ACE,0.6694702523711095,6
1.0,ACE,0.6763126166954572,3
1.0,ACE,0.7861557247817571,0
1.0,ACE,0.808993278773861,0
1.0,ACE,0.8853989541345907,0
1.0,ACE,0.9138712093663153,3
1.0,ACE,0.868959498719137,12
1.0,ACE,0.9915306514817157,3
1.0,ACE,0.9390964003525281,11
1.0,ACE,0.7280755053081631,4
1.0,ACE,0.9838001123616202,0
1.0,ACE,0.7421351518274586,0
1.0,ACE,0.9055868861668399,3
1.0,ACE,0.9028867005462917,6
1.0,ACE,0.6525892713767599,0
1.0,ACE,0.7145860130683224,0
1.0,ACE,0.5480282486508017,0
1.0,ACE,0.5860584827963181,0
1.0,ACE,0.7874491666585682,3
1.0,ACE,0.7483617237126655,9
1.0,ACE,0.8413100809623529,0
1.0,ACE,0.723619959612447,2
1.0,ACE,0.7570019795242853,1
1.0,ACE,0.6327540442132669,0
1.0,ACE,0.7642023510606938,8
1.0,ACE,0.774991201199667,0
1.0,ACE,0.6180776857953197,0
1.0,ACE,0.7142646808799583,0
1.0,ACE,0.7622030036965431,0
1.0,ACE,0.6411168773324186,13
1.0,ACE,0.6948259794767664,1
1.0,ACE,0.5925445335238637,1
1.0,ACE,0.4958965434563961,19
1.0,ACE,0.5395656033622622,0
1.0,ACE,0.4950055130109582,0
1.0,ACE,0.53402783097287,0
1.0,ACE,0.5075060193995068,0
1.0,ACE,0.55773946192231,6
1.0,ACE,0.5051628224718941,3
1.0,ACE,0.682482926611729,0
1.0,ACE,0.7517009573173726,1
1.0,ACE,0.92666276937831,4
1.0,ACE,0.9961806807395623,0
1.0,ACE,0.9950644595772181,4
1.0,ACE,0.9862974766452239,0
1.0,ACE,0.9776638714570722,1
1.0,ACE,0.9620154074626959,8
1.0,ACE,0.9519552972484221,4
1.0,ACE,0.9616002159831839,0
1.0,ACE,0.9239664262478473,12
1.0,ACE,0.928522646522997,3
1.0,ACE,0.9106841005063864,0
1.0,ACE,0.8984433287929585,0
1.0,ACE,0.8755823073915324,0
1.0,ACE,0.8544258371363963,1
1.0,ACE,0.8831278208771919,3
1.0,ACE,0.8803741755878922,6
1.0,ACE,0.9185138902815216,6
1.0,ACE,0.9187694766442058,0
1.0,ACE,0.8964882339692377,11
1.0,ACE,0.8738748217950477,2
1.0,ACE,0.8763588546214333,0
1.0,ACE,0.8507133340501323,4
1.0,ACE,0.8046851286822222,3
1.0,ACE,0.844604065717649,2
1.0,ACE,0.8404520407736936,9
1.0,ACE,0.9111654322272502,11
1.0,ACE,0.983072698997663,11
1.0,ACE,0.9594656106029742,0
1.0,ACE,0.9567787057507449,0
1.0,ACE,0.9255163421997281,1
1.0,ACE,0.847744666437184,4
1.0,ACE,0.8198698330585876,0
1.0,ACE,0.7641600246685828,3
1.0,ACE,0.8394105587728927,6
1.0,ACE,0.8734759062280829,1
1.0,ACE,0.8975604480995842,1
1.0,ACE,0.8622895447824586,0
1.0,ACE,0.7834579593001899,0
1.0,ACE,0.7191921078580005,9
1.0,ACE,0.6627571049168651,0
1.0,ACE,0.7754741714681475,1
1.0,ACE,0.7737170431282072,5
1.0,ACE,0.8447229059785758,8
1.0,ACE,0.8519617301310338,3
1.0,ACE,0.7496821008292505,8
1.0,ACE,0.8740025943135037,1
1.0,ACE,0.6798806940054146,4
1.0,ACE,0.756188786508922,0
1.0,ACE,0.6970134698278374,10
1.0,ACE,0.7167085114752174,2
1.0,ACE,0.7713654242081229,0
1.0,ACE,0.7788253499604939,1
1.0,ACE,0.9033610413502766,4
1.0,ACE,0.8798253481962951,12
1.0,ACE,0.9281998234836911,0
1.0,ACE,0.937130821985647,2
1.0,ACE,0.8996499623310357,2
1.0,ACE,0.8962843285289102,0
1.0,ACE,0.8495412881172226,6
1.0,ACE,0.8423051857714076,0
1.0,ACE,0.8682357125037217,3
1.0,ACE,0.9008822873081267,0
1.0,ACE,0.9375961014412576,0
1.0,ACE,0.9744320797969623,0
1.0,ACE,0.9430331912273069,5
1.0,ACE,0.9230307170046939,1
1.0,ACE,0.8888823917194012,7
1.0,ACE,0.9178565144101702,0
1.0,ACE,0.8506083870829373,15
1.0,ACE,0.8469438979424359,4
1.0,ACE,0.907233434102889,4
1.0,ACE,0.8364824828931724,1
1.0,ACE,0.7692944780275888,16
1.0,ACE,0.7631974819924546,8
1.0,ACE,0.8237396808944626,0
1.0,ACE,0.852137791994893,0
1.0,ACE,0.9677745532424645,2
1.0,ACE,0.980033793755968,0
1.0,ACE,0.9596018810294304,18
1.0,ACE,0.9676826468405331,0
1.0,ACE,0.9615206710095486,3
1.0,ACE,0.9677844973339279,9
1.0,ACE,0.973798559704582,1
1.0,ACE,0.9866788585977089,0
1.0,ACE,0.9914350866927281,4
1.0,ACE,0.9872887467746244,0
1.0,ACE,0.9635948690863811,4
1.0,ACE,0.9271669319475353,0
1.0,ACE,0.8960404608482472,1
1.0,ACE,0.8401411433948613,3
1.0,ACE,0.8252757793695324,3
1.0,ACE,0.8127976173296292,1
1.0,ACE,0.7714627613146834,11
1.0,ACE,0.7376993882410524,0
1.0,ACE,0.7030912294135161,12
1.0,ACE,0.6717904430875127,0
1.0,ACE,0.698632586056582,0
1.0,ACE,0.7259100034779292,1
1.0,ACE,0.7477169802116117,0
1.0,ACE,0.8098913508224773,3
1.0,ACE,0.7289429381614436,1
1.0,ACE,0.7460838952632776,2
1.0,ACE,0.7495411498833294,2
1.0,ACE,0.7493909761473545,5
1.0,ACE,0.8355565205739832,7
1.0,ACE,0.8544329338690867,1
1.0,ACE,0.8570717062755256,2
1.0,ACE,0.8580858397394565,2
1.0,ACE,0.8557119810414962,8
1.0,ACE,0.858044469101741,0
1.0,ACE,0.9082959672433231,0
1.0,ACE,0.9101831138197283,0
1.0,ACE,0.8558101327972942,11
1.0,ACE,0.9579740629602376,2
1.0,ACE,0.8805252852412585,4
1.0,ACE,0.9739588220889656,0
1.0,ACE,0.9609497082798591,0
1.0,ACE,0.9679392121008062,0
1.0,ACE,0.973370296111028,1
1.0,ACE,0.9583180920694787,3
1.0,ACE,0.9731176261760166,1
1.0,ACE,0.9415014376414637,0
1.0,ACE,0.9566870884273603,1
1.0,ACE,0.9381439978365025,0
1.0,ACE,0.921707590935016,0
1.0,ACE,0.912903448783941,0
1.0,ACE,0.8182081640592429,0
1.0,ACE,0.7900057719800108,0
1.0,ACE,0.6326447635193725,0
1.0,ACE,0.6950424937678431,0
1.0,ACE,0.7083887209369146,1
1.0,ACE,0.6820158830539208,0
1.0,ACE,0.6690519924618992,0
1.0,ACE,0.623682224654548,11
1.0,ACE,0.7143751556197068,0
1.0,ACE,0.7436983139837383,0
1.0,ACE,0.8319185335683139,0
1.0,ACE,0.8686093819472732,14
1.0,ACE,0.8343226927657387,3
1.0,ACE,0.7987403020166745,2
1.0,ACE,0.8772116242785802,7
1.0,ACE,0.730746422443994,2
1.0,ACE,0.81791645765573,1
1.0,ACE,0.7886126689288964,0
1.0,ACE,0.8243231235766824,5
1.0,ACE,0.8148337169774019,0
1.0,ACE,0.9940742758882491,0
1.0,ACE,0.719564931781082,2
1.0,ACE,0.7814084788171773,0
1.0,ACE,0.7701239277643108,5
1.0,ACE,0.6648148583844163,0
1.0,ACE,0.660631925306308,0
1.0,ACE,0.8012013678474917,0
1.0,ACE,0.7759625643363155,3
1.0,ACE,0.7613179317681221,1
1.0,ACE,0.7404123795017871,0
1.0,ACE,0.6558577341352549,0
1.0,ACE,0.6738998249632485,2
1.0,ACE,0.6388165358057178,5
1.0,ACE,0.8157022345872312,0
1.0,ACE,0.6466812764884539,0
1.0,ACE,0.6610439615567159,5
1.0,ACE,0.6394161859728198,1
1.0,ACE,0.5331043220508745,0
1.0,ACE,0.5677300814221281,0
1.0,ACE,0.4937775844298887,1
1.0,ACE,0.5928234273725396,1
1.0,ACE,0.5597184919420999,0
1.0,ACE,0.7179188522688612,0
1.0,ACE,0.7890932374107981,6
1.0,ACE,0.70422192112567,5
1.0,ACE,0.8268900165211799,3
1.0,ACE,0.6360542412022793,0
1.0,ACE,0.6456804482320919,4
1.0,ACE,0.6335616954418269,10
1.0,ACE,0.6400082554555142,10
1.0,ACE,0.6806522454190904,0
1.0,ACE,0.7935399808347593,0
1.0,ACE,0.809633942587794,2
1.0,ACE,0.6387685399622018,0
1.0,ACE,0.7786460805264825,13
1.0,ACE,0.5771180996344949,0
1.0,ACE,0.5956983013552931,17
1.0,ACE,0.5582273867720983,6
1.0,ACE,0.6283469354445196,1
1.0,ACE,0.5799895743783514,0
1.0,ACE,0.6938954222424258,16
1.0,ACE,0.7991049223650452,0
1.0,ACE,0.8224974598832353,8
1.0,ACE,0.8721266917828783,0
1.0,ACE,0.7939074474005516,1
1.0,ACE,0.7492104821138482,0
1.0,ACE,0.8081308416391636,13
1.0,ACE,0.8507505853170801,16
1.0,ACE,0.8336590283877672,10
1.0,ACE,0.7997989830779614,1
1.0,ACE,0.6855663550308795,0
1.0,ACE,0.6337438219106196,1
1.0,ACE,0.7942422524890693,4
1.0,ACE,0.755477638480915,0
1.0,ACE,0.9116380232704231,1
1.0,ACE,0.9336880459248784,3
1.0,ACE,0.9310554661729752,4
1.0,ACE,0.9839366939504401,0
1.0,ACE,0.9230077728906084,11
1.0,ACE,0.989854912174034,0
1.0,ACE,0.8809265278090436,0
1.0,ACE,0.8895512824494094,0
1.0,ACE,0.8040018230871895,0
1.0,ACE,0.6776156382813476,0
1.0,ACE,0.6562729152839222,2
1.0,ACE,0.6281660549427986,3
1.0,ACE,0.5916333266343113,0
1.0,ACE,0.5818621258108504,0
1.0,ACE,0.5313489518777814,16
1.0,ACE,0.5541315047246842,5
1.0,ACE,0.5169969436601957,0
1.0,ACE,0.5125620958106969,2
1.0,ACE,0.5085757497878252,17
1.0,ACE,0.4906770534221827,0
1.0,ACE,0.5130603215883254,0
1.0,ACE,0.528528165170573,7
1.0,ACE,0.527226902508836,9
1.0,ACE,0.529269655688755,5
1.0,ACE,0.5112659073997421,8
1.0,ACE,0.5108400622131231,0
1.0,ACE,0.5015554204980979,0
1.0,ACE,0.5052184922394558,6
1.0,ACE,0.5059228814163824,14
1.0,ACE,0.5080880708722012,0
1.0,ACE,0.5183970868866897,2
1.0,ACE,0.5102032416620361,0
1.0,ACE,0.5262976293190894,0
1.0,ACE,0.5151346504899912,0
1.0,ACE,0.5247270405065437,0
1.0,ACE,0.5550040108257305,2
1.0,ACE,0.5401056080890526,1
1.0,ACE,0.5377086297044373,0
1.0,ACE,0.5411715936265836,0
1.0,ACE,0.5298573531142383,9
1.0,ACE,0.5536016359720399,1
1.0,ACE,0.5502983523176843,2
1.0,ACE,0.5584354070663239,1
1.0,ACE,0.4980161645961109,2
1.0,ACE,0.5413234476475518,3
1.0,ACE,0.5457005229812716,6
1.0,ACE,0.5007434170242774,1
1.0,ACE,0.59021522305472,1
1.0,ACE,0.5365444449644444,1
1.0,ACE,0.6063393572747833,4
1.0,ACE,0.720803826010824,0
1.0,ACE,0.6272405376281726,4
1.0,ACE,0.7299258826750409,1
1.0,ACE,0.6989824619409707,2
1.0,ACE,0.7744235301212844,4
1.0,ACE,0.8867756489274713,1
1.0,ACE,0.9338032970254492,0
1.0,ACE,0.9098665797979854,13
1.0,ACE,0.7643987499276171,15
1.0,ACE,0.7943043754618502,1
1.0,ACE,0.6542295628004382,11
1.0,ACE,0.7792457963512011,0
1.0,ACE,0.761202772693214,2
1.0,ACE,0.8680003200919582,0
1.0,ACE,0.80006377696675,1
1.0,ACE,0.7513170801834127,0
1.0,ACE,0.81511293752908,3
1.0,ACE,0.8086569582038307,0
1.0,ACE,0.8758330394534568,0
1.0,ACE,0.9165402583593755,0
1.0,ACE,0.8737823874322566,8
1.0,ACE,0.9104241021778986,0
1.0,ACE,0.9099364145112033,13
1.0,ACE,0.9209665392635282,0
1.0,ACE,0.9225966425565422,3
1.0,ACE,0.8382126690244576,0
1.0,ACE,0.7986197115390476,5
1.0,ACE,0.7919543236541191,6
1.0,ACE,0.7958041103159952,11
1.0,ACE,0.7683379162935489,3
1.0,ACE,0.8694298627957885,0
1.0,ACE,0.7825000022856864,1
1.0,ACE,0.7993480380606419,0
1.0,ACE,0.8259560809146643,0
1.0,ACE,0.7994439124263342,0
1.0,ACE,0.8630597511224579,0
1.0,ACE,0.8636583196907998,6
1.0,ACE,0.9023675445921218,0
1.0,ACE,0.9078910321191948,12
1.0,ACE,0.8672654001996973,6
1.0,ACE,0.8906736977327107,0
1.0,ACE,0.8716468004365321,0
1.0,ACE,0.902679031794862,0
1.0,ACE,0.9368733348466001,4
1.0,ACE,0.9287223100497091,0
1.0,ACE,0.9882405400966288,6
1.0,ACE,0.8980430373103205,0
1.0,ACE,0.9595304083020987,17
1.0,ACE,0.9706055050394877,2
1.0,ACE,0.9713470772289411,0
1.0,ACE,0.9890301149399268,3
1.0,ACE,0.9942633224710924,4
1.0,ACE,0.9984854366633117,0
1.0,ACE,0.8625179968827131,5
1.0,ACE,0.9184115653206014,0
1.0,ACE,0.6848518978067446,3
1.0,ACE,0.8759354721769819,13
1.0,ACE,0.8383194813185905,8
1.0,ACE,0.9404534825753971,7
1.0,ACE,0.9541390905491165,1
1.0,ACE,0.9721366145013461,3
1.0,ACE,0.9418515167530359,0
1.0,ACE,0.9850432105780295,4
1.0,ACE,0.9724422965777992,1
1.0,ACE,0.979037949533716,0
1.0,ACE,0.9637787779306446,3
1.0,ACE,0.9661174972867015,3
1.0,ACE,0.9568515883505863,1
1.0,ACE,0.956397805407542,13
1.0,ACE,0.9590953509755721,0
1.0,ACE,0.9411889161417092,1
1.0,ACE,0.9312085740560108,1
1.0,ACE,0.9417702994401065,0
1.0,ACE,0.9414701779644764,0
1.0,ACE,0.9526299060882737,0
1.0,ACE,0.9847183727714762,2
1.0,ACE,0.9753351487855263,1
1.0,ACE,0.9825762643984672,1
1.0,ACE,0.9755143115033231,1
1.0,ACE,0.8753147916593799,11
1.0,ACE,0.7694288517435042,0
1.0,ACE,0.7724666517413994,1
1.0,ACE,0.8075365676836423,3
1.0,ACE,0.756007549869146,0
1.0,ACE,0.7719431301817749,4
1.0,ACE,0.8245468725037804,13
1.0,ACE,0.7316737683586704,8
1.0,ACE,0.9611411353069468,2
1.0,ACE,0.9496023316253415,2
1.0,ACE,0.9162765832953668,3
1.0,ACE,0.9535247568553558,2
1.0,ACE,0.9434709862558344,2
1.0,ACE,0.9754144889865767,2
1.0,ACE,0.8192274749471198,3
1.0,ACE,0.7533395409885176,4
1.0,ACE,0.726809537004146,2
1.0,ACE,0.6265759083547613,1
1.0,ACE,0.7242971069635096,2
1.0,ACE,0.6730068565014082,1
1.0,ACE,0.8586077425033087,0
1.0,ACE,0.8686626897477074,0
1.0,ACE,0.9969232816985737,1
1.0,ACE,0.9901594833018873,3
1.0,ACE,0.9943208269472891,1
1.0,ACE,0.9917350099750674,0
1.0,ACE,0.9984289646863374,7
1.0,ACE,0.9915532388338114,1
1.0,ACE,0.9595726720250352,0
1.0,ACE,0.9332488660003116,1
1.0,ACE,0.9231002421630982,13
1.0,ACE,0.8876560003426182,2
1.0,ACE,0.9317399152874749,2
1.0,ACE,0.9030703508490086,1
1.0,ACE,0.9515770643121804,1
1.0,ACE,0.9681624186950253,3
1.0,ACE,0.9183417351756775,0
1.0,ACE,0.9571233211957559,13
1.0,ACE,0.883764325934986,11
1.0,ACE,0.9314519494563113,0
1.0,ACE,0.93710023690871,4
1.0,ACE,0.9538619281358158,14
1.0,ACE,0.9817106469691435,0
1.0,ACE,0.9674154895017638,14
1.0,ACE,0.9909496162993446,8
1.0,ACE,0.9767725276626236,1
