x,delta_stack,delta_stack_err,n_contributing
0.701342,1.63505659e-1,6.50422692e-4,177
0.706376,1.76368204e-1,6.64537415e-4,174
0.711409,1.88323701e-1,6.77887295e-4,169
0.716443,2.00420315e-1,6.90606494e-4,166
0.721477,2.39242251e-1,7.18096905e-4,159
0.726510,2.47453787e-1,7.27973101e-4,156
0.731544,2.56011166e-1,7.37919105e-4,150
0.736577,2.60449176e-1,7.47786515e-4,147
0.741611,2.71839580e-1,7.55999652e-4,142
0.746644,2.81552024e-1,7.65094216e-4,140
0.751678,2.91333490e-1,7.73496804e-4,136
0.756711,3.08086407e-1,7.92450678e-4,128
0.761745,3.21070339e-1,9.03362030e-4,120
0.766779,3.30557145e-1,9.08889833e-4,118
0.771812,3.40205186e-1,9.14603501e-4,114
0.776846,3.56629212e-1,9.83840582e-4,110
0.781879,3.66091410e-1,9.89180286e-4,108
0.786913,3.75834926e-1,9.94211661e-4,107
0.791946,3.86757581e-1,1.00197891e-3,104
0.796980,3.92624617e-1,1.00045930e-3,101
0.802013,3.97980164e-1,9.96806945e-4,100
0.807047,4.02713454e-1,9.92098026e-4,98
0.812081,4.38321097e-1,1.05039424e-3,88
0.817114,4.46091119e-1,1.05932536e-3,84
0.822148,4.80223104e-1,1.09692958e-3,82
0.827181,4.93446079e-1,1.11660896e-3,80
0.832215,4.99804894e-1,1.12809061e-3,79
0.837248,5.17415186e-1,1.14584734e-3,74
0.842282,5.24593615e-1,1.15911009e-3,73
0.847315,5.33024816e-1,1.17507206e-3,72
0.852349,5.41729422e-1,1.19098759e-3,70
0.857383,5.53844578e-1,1.20947689e-3,66
0.862416,5.63162760e-1,1.22691909e-3,64
0.867450,5.69573929e-1,1.24283839e-3,64
0.872483,5.78039454e-1,1.26295556e-3,63
0.877517,5.86085745e-1,1.27854666e-3,61
0.882550,5.92989475e-1,1.29072503e-3,54
0.887584,5.95703337e-1,1.29909209e-3,52
0.892617,5.96872412e-1,1.30562919e-3,51
0.897651,5.98437984e-1,1.31238431e-3,49
0.902685,5.98550856e-1,1.31774890e-3,49
0.907718,5.98407377e-1,1.32282468e-3,48
0.912752,5.94209721e-1,1.33265100e-3,48
0.917785,5.81593383e-1,1.35154966e-3,45
0.922819,5.68269787e-1,1.36691017e-3,44
0.927852,5.73832202e-1,1.46526448e-3,39
0.932886,5.61131929e-1,1.47918991e-3,37
0.937919,5.48310948e-1,1.48913204e-3,36
0.942953,6.10912953e-1,1.79157186e-3,32
0.947987,5.99169159e-1,1.81629641e-3,32
0.953020,5.87871227e-1,1.83932617e-3,32
0.958054,5.77857671e-1,1.87099361e-3,28
0.963087,1.80563467e-1,2.17864181e-3,25
0.968121,1.83511005e-1,2.19135044e-3,25
0.973154,1.84711628e-1,2.21752447e-3,24
0.978188,1.36113365e-1,2.37789741e-3,22
0.983221,1.32563328e-1,2.42416942e-3,21
0.988255,1.29052660e-1,2.46633685e-3,21
0.993289,1.25644709e-1,2.50616005e-3,21
0.998322,1.23019791e-1,2.55091635e-3,20
1.003356,1.11159908e-1,2.61819074e-3,19
1.008389,1.08486343e-1,2.65963323e-3,18
1.013423,7.41086320e-2,2.81540451e-3,16
1.018456,7.45659371e-2,2.84390061e-3,16
1.023490,7.75783314e-2,2.87862663e-3,15
1.028523,7.41664247e-2,2.95645445e-3,14
1.033557,7.63104614e-2,2.99107278e-3,13
1.038591,7.90126612e-2,3.05407312e-3,12
1.043624,-5.27229974e-2,3.95848285e-3,11
1.048658,-5.52709818e-2,4.04024974e-3,11
1.053691,-6.14101917e-2,4.11709872e-3,10
1.058725,0.00000000e0,0.00000000e0,8
1.063758,0.00000000e0,0.00000000e0,8
1.068792,0.00000000e0,0.00000000e0,8
1.073826,0.00000000e0,0.00000000e0,8
1.078859,0.00000000e0,0.00000000e0,8
1.083893,0.00000000e0,0.00000000e0,8
1.088926,0.00000000e0,0.00000000e0,8
1.093960,0.00000000e0,0.00000000e0,8
1.098993,0.00000000e0,0.00000000e0,8
1.104027,0.00000000e0,0.00000000e0,8
1.109060,0.00000000e0,0.00000000e0,7
1.114094,0.00000000e0,0.00000000e0,7
1.119128,0.00000000e0,0.00000000e0,7
1.124161,0.00000000e0,0.00000000e0,7
1.129195,0.00000000e0,0.00000000e0,7
1.134228,0.00000000e0,0.00000000e0,7
1.139262,0.00000000e0,0.00000000e0,7
1.144295,0.00000000e0,0.00000000e0,7
1.149329,0.00000000e0,0.00000000e0,6
1.154362,0.00000000e0,0.00000000e0,6
1.159396,0.00000000e0,0.00000000e0,5
1.164430,0.00000000e0,0.00000000e0,3
1.169463,0.00000000e0,0.00000000e0,3
1.174497,0.00000000e0,0.00000000e0,3
1.179530,0.00000000e0,0.00000000e0,3
1.184564,0.00000000e0,0.00000000e0,3
1.189597,0.00000000e0,0.00000000e0,3
1.194631,0.00000000e0,0.00000000e0,3
1.199664,0.00000000e0,0.00000000e0,2
1.204698,0.00000000e0,0.00000000e0,2
1.209732,0.00000000e0,0.00000000e0,2
1.214765,0.00000000e0,0.00000000e0,2
1.219799,0.00000000e0,0.00000000e0,2
1.224832,0.00000000e0,0.00000000e0,1
1.229866,0.00000000e0,0.00000000e0,1
1.234899,0.00000000e0,0.00000000e0,1
1.239933,0.00000000e0,0.00000000e0,1
1.244966,0.00000000e0,0.00000000e0,1
1.250000,0.00000000e0,0.00000000e0,1
