x,delta_stack,delta_stack_err,n_contributing
0.907718,0.00000000e0,0.00000000e0,0
0.912752,0.00000000e0,0.00000000e0,0
0.917785,0.00000000e0,0.00000000e0,0
0.922819,0.00000000e0,0.00000000e0,0
0.927852,0.00000000e0,0.00000000e0,0
0.932886,0.00000000e0,0.00000000e0,0
0.937919,0.00000000e0,0.00000000e0,0
0.942953,0.00000000e0,0.00000000e0,0
0.947987,0.00000000e0,0.00000000e0,0
0.953020,0.00000000e0,0.00000000e0,0
0.958054,0.00000000e0,0.00000000e0,0
0.963087,0.00000000e0,0.00000000e0,0
0.968121,0.00000000e0,0.00000000e0,0
0.973154,0.00000000e0,0.00000000e0,0
0.978188,0.00000000e0,0.00000000e0,0
0.983221,0.00000000e0,0.00000000e0,0
0.988255,0.00000000e0,0.00000000e0,0
0.993289,0.00000000e0,0.00000000e0,0
0.998322,0.00000000e0,0.00000000e0,0
1.003356,0.00000000e0,0.00000000e0,0
1.008389,0.00000000e0,0.00000000e0,0
1.013423,0.00000000e0,0.00000000e0,0
1.018456,0.00000000e0,0.00000000e0,0
1.023490,0.00000000e0,0.00000000e0,0
1.028523,0.00000000e0,0.00000000e0,0
1.033557,0.00000000e0,0.00000000e0,0
1.038591,0.00000000e0,0.00000000e0,0
1.043624,0.00000000e0,0.00000000e0,0
1.048658,0.00000000e0,0.00000000e0,0
1.053691,0.00000000e0,0.00000000e0,0
1.058725,0.00000000e0,0.00000000e0,0
1.063758,0.00000000e0,0.00000000e0,0
1.068792,0.00000000e0,0.00000000e0,0
1.073826,0.00000000e0,0.00000000e0,0
1.078859,0.00000000e0,0.00000000e0,0
1.083893,0.00000000e0,0.00000000e0,0
1.088926,0.00000000e0,0.00000000e0,0
1.093960,0.00000000e0,0.00000000e0,0
1.098993,0.00000000e0,0.00000000e0,0
1.104027,0.00000000e0,0.00000000e0,0
1.109060,0.00000000e0,0.00000000e0,0
1.114094,0.00000000e0,0.00000000e0,0
1.119128,0.00000000e0,0.00000000e0,0
1.124161,0.00000000e0,0.00000000e0,0
1.129195,0.00000000e0,0.00000000e0,0
1.134228,0.00000000e0,0.00000000e0,0
1.139262,0.00000000e0,0.00000000e0,0
1.144295,0.00000000e0,0.00000000e0,0
1.149329,0.00000000e0,0.00000000e0,0
1.154362,0.00000000e0,0.00000000e0,0
1.159396,0.00000000e0,0.00000000e0,0
1.164430,0.00000000e0,0.00000000e0,0
1.169463,0.00000000e0,0.00000000e0,0
1.174497,0.00000000e0,0.00000000e0,0
1.179530,0.00000000e0,0.00000000e0,0
1.184564,0.00000000e0,0.00000000e0,0
1.189597,0.00000000e0,0.00000000e0,0
1.194631,0.00000000e0,0.00000000e0,0
1.199664,0.00000000e0,0.00000000e0,0
1.204698,0.00000000e0,0.00000000e0,0
1.209732,0.00000000e0,0.00000000e0,0
1.214765,0.00000000e0,0.00000000e0,0
1.219799,0.00000000e0,0.00000000e0,0
1.224832,0.00000000e0,0.00000000e0,0
1.229866,0.00000000e0,0.00000000e0,0
1.234899,0.00000000e0,0.00000000e0,0
1.239933,0.00000000e0,0.00000000e0,0
1.244966,0.00000000e0,0.00000000e0,0
1.250000,0.00000000e0,0.00000000e0,0
