x,delta_stack,delta_stack_err,n_contributing
0.842282,-4.54670200e-2,1.47727606e-3,127
0.847315,-1.97403368e-2,1.54032784e-3,126
0.852349,-2.43134217e-2,1.56930570e-3,122
0.857383,-2.53241128e-2,1.59794203e-3,120
0.862416,-3.45612539e-2,1.63510831e-3,117
0.867450,-3.68039153e-2,1.66418946e-3,113
0.872483,-4.46905333e-2,1.68810643e-3,112
0.877517,-4.57534960e-2,1.71609370e-3,109
0.882550,-5.38492336e-2,1.75387681e-3,104
0.887584,-5.50596365e-2,1.81633616e-3,101
0.892617,-5.75997825e-2,1.84634220e-3,97
0.897651,-5.49502891e-2,1.88986825e-3,94
0.902685,-5.10764821e-2,1.93071842e-3,92
0.907718,-5.05201685e-2,1.96506492e-3,90
0.912752,-4.56253728e-2,2.00473283e-3,85
0.917785,-4.32345919e-2,2.04770728e-3,82
0.922819,-2.75403194e-2,2.09837855e-3,81
0.927852,-1.21667094e-2,2.14216920e-3,73
0.932886,-9.30956899e-3,2.22940994e-3,70
0.937919,-1.55205040e-3,2.27888016e-3,67
0.942953,-3.08381375e-3,2.30564134e-3,65
0.947987,-2.11686158e-2,2.41095959e-3,62
0.953020,1.25239851e-2,2.50073685e-3,60
0.958054,1.78429082e-2,2.54112156e-3,56
0.963087,1.28026845e-2,2.55789648e-3,51
0.968121,5.11681357e-3,2.58672753e-3,48
0.973154,3.51107689e-3,2.60351167e-3,48
0.978188,-4.89669627e-3,2.62737130e-3,47
0.983221,-1.83219066e-2,2.64990646e-3,47
0.988255,-1.31431181e-4,2.83641774e-3,47
0.993289,-1.32870576e-3,2.91843180e-3,47
0.998322,-1.08187201e-2,2.95881913e-3,47
1.003356,-2.39918921e-2,2.98208235e-3,47
1.008389,-3.85682263e-2,2.99666986e-3,47
1.013423,-5.36990601e-2,3.01260866e-3,44
1.018456,-1.56305143e-1,3.07259104e-3,41
1.023490,-1.64032782e-1,3.09579996e-3,39
1.028523,-1.87559537e-1,3.14044650e-3,35
1.033557,-1.97902233e-1,3.12824118e-3,35
1.038591,-2.07692120e-1,3.11813896e-3,34
1.043624,-2.18427796e-1,3.10465827e-3,33
1.048658,-2.30452288e-1,3.10573504e-3,30
1.053691,-2.42346023e-1,3.08400454e-3,30
1.058725,-2.50076564e-1,3.07413573e-3,30
1.063758,-2.62791251e-1,3.09224423e-3,28
1.068792,-2.67292717e-1,3.11096858e-3,27
1.073826,-2.73831376e-1,3.10296406e-3,26
1.078859,-2.80638288e-1,3.09803366e-3,25
1.083893,-2.89649135e-1,3.09057500e-3,25
1.088926,-2.99972353e-1,3.08462836e-3,25
1.093960,-3.06116694e-1,3.08928169e-3,24
1.098993,-3.18576127e-1,3.08109582e-3,23
1.104027,-3.08016156e-1,3.14868749e-3,22
1.109060,-2.98123529e-1,3.25684116e-3,21
1.114094,-2.89501591e-1,3.61075121e-3,19
1.119128,-2.76419970e-1,3.71472784e-3,18
1.124161,-2.67100415e-1,3.83925335e-3,17
1.129195,-2.76024818e-1,3.97362115e-3,16
1.134228,-2.66439825e-1,4.06498678e-3,15
1.139262,-2.03111210e-1,4.42328879e-3,12
1.144295,-1.92401951e-1,4.51745748e-3,12
1.149329,-1.83364872e-1,4.62895080e-3,11
1.154362,-1.67652787e-1,4.75224591e-3,10
1.159396,0.00000000e0,0.00000000e0,9
1.164430,0.00000000e0,0.00000000e0,8
1.169463,0.00000000e0,0.00000000e0,7
1.174497,0.00000000e0,0.00000000e0,6
1.179530,0.00000000e0,0.00000000e0,6
1.184564,0.00000000e0,0.00000000e0,6
1.189597,0.00000000e0,0.00000000e0,5
1.194631,0.00000000e0,0.00000000e0,4
1.199664,0.00000000e0,0.00000000e0,4
1.204698,0.00000000e0,0.00000000e0,4
1.209732,0.00000000e0,0.00000000e0,4
1.214765,0.00000000e0,0.00000000e0,4
1.219799,0.00000000e0,0.00000000e0,4
1.224832,0.00000000e0,0.00000000e0,4
1.229866,0.00000000e0,0.00000000e0,4
1.234899,0.00000000e0,0.00000000e0,4
1.239933,0.00000000e0,0.00000000e0,4
1.244966,0.00000000e0,0.00000000e0,4
1.250000,0.00000000e0,0.00000000e0,3
