x,delta_stack,delta_stack_err,n_contributing
3.515075,1.29876667e-1,3.89215751e-3,22
3.552764,1.29552371e-1,3.91376445e-3,22
3.590452,1.31195105e-1,3.94617917e-3,22
3.628141,1.33186118e-1,3.96380770e-3,22
3.665829,1.35110275e-1,3.93718828e-3,22
3.703518,1.43017352e-1,3.89003056e-3,21
3.741206,1.42433322e-1,3.92082333e-3,20
3.778894,1.40948956e-1,3.96368309e-3,19
3.816583,1.39460441e-1,3.99412307e-3,19
3.854271,1.37965193e-1,4.01972815e-3,19
3.891960,1.36462565e-1,4.04366380e-3,19
3.929648,1.34720252e-1,4.06058182e-3,18
3.967337,1.32964205e-1,4.07335570e-3,18
4.005025,1.30702973e-1,4.21229273e-3,17
4.042714,1.29119620e-1,4.22076418e-3,17
4.080402,1.28175749e-1,4.23968880e-3,17
4.118090,1.27527197e-1,4.27603060e-3,15
4.155779,1.27192492e-1,4.28568087e-3,15
4.193467,1.26955632e-1,4.29557232e-3,15
4.231156,1.26220021e-1,4.34312994e-3,14
4.268844,1.26267122e-1,4.35368117e-3,14
4.306533,1.27702183e-1,4.39742800e-3,13
4.344221,1.27567195e-1,4.40091869e-3,13
4.381910,1.24094021e-1,4.62392635e-3,13
4.419598,1.20777668e-1,4.83256762e-3,13
4.457286,1.17469226e-1,5.01079449e-3,13
4.494975,1.14267667e-1,5.16173190e-3,13
4.532663,1.11209354e-1,5.28692313e-3,13
4.570352,1.08232180e-1,5.38621054e-3,13
4.608040,1.05322241e-1,5.46226127e-3,13
4.645729,1.02533552e-1,5.51649144e-3,13
4.683417,1.00114101e-1,5.54970035e-3,13
4.721106,9.75802556e-2,5.55909435e-3,12
4.758794,9.53840569e-2,5.53483065e-3,12
4.796482,9.27915262e-2,5.50187820e-3,12
4.834171,9.05983494e-2,5.50098662e-3,12
4.871859,8.99326691e-2,5.51341212e-3,12
4.909548,9.00310511e-2,5.52184350e-3,12
4.947236,8.77988022e-2,5.57547486e-3,12
4.984925,8.47363103e-2,5.65815551e-3,11
5.022613,8.34146798e-2,5.67362510e-3,11
5.060302,8.33194013e-2,5.67149409e-3,11
5.097990,8.45265697e-2,5.64593565e-3,11
5.135678,8.62952467e-2,5.61009424e-3,11
5.173367,8.79558058e-2,5.57078417e-3,11
5.211055,9.34134850e-2,5.65536683e-3,11
5.248744,9.96327157e-2,5.75769076e-3,11
5.286432,1.04959775e-1,5.82170671e-3,11
5.324121,1.09763284e-1,5.85492397e-3,11
5.361809,1.14355125e-1,5.85433171e-3,11
5.399497,1.13128559e-1,6.05568949e-3,10
5.437186,1.13257696e-1,6.17716376e-3,9
5.474874,1.12925633e-1,6.33677567e-3,8
5.512563,1.13016640e-1,6.46209826e-3,8
5.550251,1.13739019e-1,6.56836033e-3,8
5.587940,1.14261641e-1,6.64327293e-3,8
5.625628,1.14963150e-1,6.70525112e-3,8
5.663317,1.15813769e-1,6.75545123e-3,8
5.701005,1.16793809e-1,6.79478998e-3,8
5.738693,1.18298436e-1,6.79323815e-3,8
5.776382,1.19990404e-1,6.77421958e-3,8
5.814070,1.21764521e-1,6.74464549e-3,8
5.851759,1.23600690e-1,6.70548128e-3,8
5.889447,1.25250349e-1,6.66405103e-3,8
5.927136,1.30126867e-1,6.77083548e-3,7
5.964824,1.31407496e-1,6.71829453e-3,7
6.002513,1.32671577e-1,6.66310109e-3,7
6.040201,1.33921330e-1,6.60516512e-3,7
6.077889,1.34720361e-1,6.60509094e-3,7
6.115578,1.35427209e-1,6.59964275e-3,7
6.153266,1.42857925e-1,8.68663067e-3,7
6.190955,1.44356098e-1,8.96321160e-3,7
6.228643,1.45750779e-1,9.06032557e-3,7
6.266332,1.48291857e-1,9.21319125e-3,7
6.304020,1.50802621e-1,9.34779620e-3,7
6.341709,1.53293369e-1,9.45794825e-3,7
6.379397,1.55764909e-1,9.54205504e-3,7
6.417085,1.58259295e-1,9.57724340e-3,7
6.454774,1.60691743e-1,9.57766462e-3,7
6.492462,1.63069257e-1,9.54233100e-3,7
6.530151,1.65069620e-1,9.48958192e-3,7
6.567839,1.66075154e-1,9.50344224e-3,7
6.605528,1.66782827e-1,9.46877985e-3,7
6.643216,1.67419457e-1,9.39470432e-3,7
6.680905,1.67734202e-1,9.25462239e-3,7
6.718593,1.67532339e-1,8.99459452e-3,7
6.756281,1.65947006e-1,9.44561888e-3,6
6.793970,1.66786840e-1,9.53929897e-3,6
6.831658,1.67426394e-1,9.58635563e-3,6
6.869347,1.67782427e-1,9.55233792e-3,6
6.907035,1.67914775e-1,9.40857796e-3,6
6.944724,1.72109679e-1,9.87538487e-3,5
6.982412,1.72950179e-1,1.02191510e-2,5
7.020101,1.73128604e-1,1.03932313e-2,5
7.057789,1.73014482e-1,1.04947580e-2,5
7.095477,1.72152842e-1,1.03018164e-2,5
7.133166,1.68198057e-1,8.36701327e-3,5
7.170854,1.68043382e-1,8.33542882e-3,5
7.208543,1.67835089e-1,8.30259887e-3,5
7.246231,1.67709376e-1,8.25870855e-3,5
7.283920,1.67875183e-1,8.19088281e-3,5
7.321608,1.68054743e-1,8.12078401e-3,5
7.359296,1.68249543e-1,8.04832238e-3,5
7.396985,1.68461135e-1,7.97340084e-3,5
7.434673,1.69047551e-1,7.89589378e-3,5
7.472362,1.69707997e-1,7.81570429e-3,5
7.510050,1.70370975e-1,7.73271160e-3,5
7.547739,1.71037873e-1,7.64677903e-3,5
7.585427,1.71710188e-1,7.55775666e-3,5
7.623116,1.71878599e-1,7.47411428e-3,5
7.660804,1.71539619e-1,7.39482410e-3,5
7.698492,1.71191599e-1,7.31353797e-3,5
7.736181,1.70833891e-1,7.23020751e-3,5
7.773869,1.70465731e-1,7.14478151e-3,5
7.811558,1.70086224e-1,7.05720571e-3,5
7.849246,1.69694338e-1,6.96742237e-3,5
7.886935,1.69182840e-1,6.87475105e-3,5
7.924623,1.68673745e-1,6.79531070e-3,5
7.962312,1.68939016e-1,6.76933822e-3,5
8.000000,1.69253245e-1,6.74055967e-3,5
