alpha_ch,alpha_nu,perm_match,perm_u,perm_d,align_g12,align_g13,align_g23,align_u_solar,align_u_atmo,abs_align_g23,abs_align_u_atmo
3.60,1.20,false,[0, 1, 2],[0, 1, 2],0.634145,0.321396,-0.722650,-0.354594,-0.897798,0.722650,0.897798
3.60,1.25,false,[0, 1, 2],[0, 1, 2],0.638502,0.368581,-0.745212,-0.409932,-0.884263,0.745212,0.884263
3.60,1.30,true,[0, 1, 2],[0, 2, 1],0.999625,0.999568,0.999731,0.998568,0.998100,0.999731,0.998100
3.60,1.35,true,[0, 1, 2],[0, 2, 1],0.999999,0.999997,0.999993,1.000000,0.999997,0.999993,0.999997
3.60,1.40,true,[0, 1, 2],[0, 2, 1],0.999430,0.999567,0.999793,0.998189,0.997967,0.999793,0.997967
3.60,1.45,true,[0, 1, 2],[0, 2, 1],0.997250,0.997937,0.999071,0.991843,0.991296,0.999071,0.991296
3.70,1.20,false,[0, 1, 2],[0, 1, 2],0.634227,0.321413,-0.722644,-0.354594,-0.897804,0.722644,0.897804
3.70,1.25,false,[0, 1, 2],[0, 1, 2],0.638591,0.368582,-0.745211,-0.409932,-0.884264,0.745211,0.884264
3.70,1.30,false,[0, 1, 2],[0, 1, 2],0.644201,0.411813,-0.765309,-0.461904,-0.869575,0.765309,0.869575
3.70,1.35,false,[0, 2, 1],[0, 1, 2],0.651189,0.450643,0.782960,-0.509869,0.854049,0.782960,0.854049
3.70,1.40,true,[0, 1, 2],[0, 2, 1],0.999425,0.999574,0.999797,0.998189,0.997974,0.999797,0.997974
3.70,1.45,true,[0, 1, 2],[0, 2, 1],0.997235,0.997951,0.999082,0.991843,0.991312,0.999082,0.991312
3.80,1.20,false,[0, 1, 2],[0, 1, 2],0.634307,0.321429,-0.722638,-0.354594,-0.897810,0.722638,0.897810
3.80,1.25,false,[0, 1, 2],[0, 1, 2],0.638678,0.368584,-0.745211,-0.409932,-0.884264,0.745211,0.884264
3.80,1.30,false,[0, 1, 2],[0, 1, 2],0.644296,0.411796,-0.765315,-0.461904,-0.869568,0.765315,0.869568
3.80,1.35,true,[0, 1, 2],[0, 2, 1],0.999999,0.999995,0.999988,1.000000,0.999995,0.999988,0.999995
3.80,1.40,true,[0, 1, 2],[0, 2, 1],0.999421,0.999580,0.999800,0.998189,0.997981,0.999800,0.997981
3.80,1.45,true,[0, 1, 2],[0, 2, 1],0.997219,0.997965,0.999092,0.991843,0.991327,0.999092,0.991327
