Time,mms1_fgm_b_gse_srvy_l2_clean_0,mms1_fgm_b_gse_srvy_l2_clean_1,mms1_fgm_b_gse_srvy_l2_clean_2,mms1_fgm_b_gse_srvy_l2_clean_3
2024-01-01T00:00:01.375511468Z,3.83468e+00,-2.97826e+00,-1.36134e+00,5.04262e+00
2024-01-01T00:00:01.438012400Z,3.83787e+00,-2.98948e+00,-1.35227e+00,5.04924e+00
2024-01-01T00:00:01.500513332Z,3.81075e+00,-3.00492e+00,-1.32893e+00,5.03164e+00
2024-01-01T00:00:01.563014265Z,3.80915e+00,-3.02015e+00,-1.31370e+00,5.03555e+00
2024-01-01T00:00:01.625515197Z,3.79217e+00,-3.05035e+00,-1.34013e+00,5.04788e+00
2024-01-01T00:00:01.688016129Z,3.80518e+00,-3.05521e+00,-1.32957e+00,5.05782e+00
2024-01-01T00:00:01.750517062Z,3.79922e+00,-3.06205e+00,-1.31526e+00,5.05372e+00
2024-01-01T00:00:01.813017994Z,3.80783e+00,-3.04325e+00,-1.34879e+00,5.05769e+00
2024-01-01T00:00:01.875518926Z,3.82568e+00,-3.06165e+00,-1.35259e+00,5.08321e+00
2024-01-01T00:00:01.938019859Z,3.79647e+00,-3.07123e+00,-1.34750e+00,5.06570e+00
2024-01-01T00:00:02.000520791Z,3.81466e+00,-3.06627e+00,-1.37245e+00,5.08304e+00
2024-01-01T00:00:02.063021723Z,3.82961e+00,-3.05824e+00,-1.37918e+00,5.09126e+00
2024-01-01T00:00:02.125522655Z,3.81304e+00,-3.04171e+00,-1.38970e+00,5.07173e+00
2024-01-01T00:00:02.188023588Z,3.80920e+00,-3.04035e+00,-1.36760e+00,5.06202e+00
2024-01-01T00:00:02.250524520Z,3.81829e+00,-3.05770e+00,-1.38630e+00,5.08436e+00
2024-01-01T00:00:02.313025452Z,3.81268e+00,-3.05529e+00,-1.37323e+00,5.07514e+00
2024-01-01T00:00:02.375526385Z,3.81586e+00,-3.05554e+00,-1.35953e+00,5.07400e+00
2024-01-01T00:00:02.438027317Z,3.82941e+00,-3.02918e+00,-1.37632e+00,5.07292e+00
2024-01-01T00:00:02.500528249Z,3.82460e+00,-3.05785e+00,-1.34437e+00,5.07793e+00
2024-01-01T00:00:02.563029182Z,3.82704e+00,-3.06261e+00,-1.34079e+00,5.08168e+00
2024-01-01T00:00:02.625530114Z,3.81527e+00,-3.05916e+00,-1.32258e+00,5.06596e+00
2024-01-01T00:00:02.688031046Z,3.81644e+00,-3.07754e+00,-1.29594e+00,5.07109e+00
2024-01-01T00:00:02.750531978Z,3.82876e+00,-3.05660e+00,-1.29571e+00,5.06765e+00
2024-01-01T00:00:02.813032911Z,3.83372e+00,-3.08660e+00,-1.26330e+00,5.08138e+00
2024-01-01T00:00:02.875533843Z,3.82897e+00,-3.11971e+00,-1.26575e+00,5.09860e+00
2024-01-01T00:00:02.938034775Z,3.82409e+00,-3.11923e+00,-1.26203e+00,5.09372e+00
2024-01-01T00:00:03.000535708Z,3.83283e+00,-3.07504e+00,-1.30585e+00,5.08445e+00
2024-01-01T00:00:03.063036640Z,3.83353e+00,-3.07992e+00,-1.36272e+00,5.10283e+00
2024-01-01T00:00:03.125537572Z,3.83450e+00,-3.09344e+00,-1.34530e+00,5.10711e+00
2024-01-01T00:00:03.188038505Z,3.84585e+00,-3.13282e+00,-1.30936e+00,5.13026e+00
2024-01-01T00:00:03.250539437Z,3.82790e+00,-3.13711e+00,-1.31636e+00,5.12124e+00
2024-01-01T00:00:03.313040369Z,3.83429e+00,-3.13971e+00,-1.36047e+00,5.13911e+00
2024-01-01T00:00:03.375541302Z,3.83980e+00,-3.16473e+00,-1.35850e+00,5.15801e+00
2024-01-01T00:00:03.438042234Z,3.84370e+00,-3.17129e+00,-1.33023e+00,5.15758e+00
2024-01-01T00:00:03.500543166Z,3.84649e+00,-3.16952e+00,-1.32801e+00,5.15800e+00
2024-01-01T00:00:03.563044098Z,3.83404e+00,-3.19223e+00,-1.30332e+00,5.15643e+00
2024-01-01T00:00:03.625545031Z,3.83742e+00,-3.16065e+00,-1.31801e+00,5.14322e+00
2024-01-01T00:00:03.688045963Z,3.83518e+00,-3.17146e+00,-1.33990e+00,5.15384e+00
2024-01-01T00:00:03.750546895Z,3.84106e+00,-3.16884e+00,-1.33988e+00,5.15661e+00
2024-01-01T00:00:03.813047828Z,3.84582e+00,-3.17664e+00,-1.36306e+00,5.17100e+00
2024-01-01T00:00:03.875548760Z,3.83332e+00,-3.15877e+00,-1.37834e+00,5.15480e+00
2024-01-01T00:00:03.938049692Z,3.86075e+00,-3.13286e+00,-1.40510e+00,5.16667e+00
2024-01-01T00:00:04.000550625Z,3.88128e+00,-3.13282e+00,-1.44091e+00,5.19183e+00
2024-01-01T00:00:04.063051557Z,3.87456e+00,-3.11199e+00,-1.46948e+00,5.18229e+00
2024-01-01T00:00:04.125552489Z,3.89332e+00,-3.12086e+00,-1.48726e+00,5.20669e+00
2024-01-01T00:00:04.188053422Z,3.91104e+00,-3.11688e+00,-1.50086e+00,5.22147e+00
2024-01-01T00:00:04.250554354Z,3.89395e+00,-3.10130e+00,-1.51506e+00,5.20349e+00
2024-01-01T00:00:04.313055286Z,3.88147e+00,-3.08426e+00,-1.49524e+00,5.17824e+00
2024-01-01T00:00:04.375556218Z,3.92700e+00,-3.08449e+00,-1.42252e+00,5.19221e+00
2024-01-01T00:00:04.438057151Z,3.95514e+00,-3.08661e+00,-1.40950e+00,5.21124e+00
2024-01-01T00:00:04.500558083Z,3.97610e+00,-3.08776e+00,-1.40427e+00,5.22643e+00
2024-01-01T00:00:04.563059015Z,3.97044e+00,-3.07519e+00,-1.41297e+00,5.21706e+00
2024-01-01T00:00:04.625558614Z,3.95019e+00,-3.07510e+00,-1.45546e+00,5.21331e+00
2024-01-01T00:00:04.688059535Z,3.96497e+00,-3.06240e+00,-1.46595e+00,5.21999e+00
2024-01-01T00:00:04.750560457Z,3.94881e+00,-3.06451e+00,-1.46944e+00,5.20995e+00
2024-01-01T00:00:04.813061379Z,3.94398e+00,-3.06672e+00,-1.46734e+00,5.20700e+00
2024-01-01T00:00:04.875562301Z,3.94328e+00,-3.06683e+00,-1.46539e+00,5.20599e+00
2024-01-01T00:00:04.938063223Z,3.92905e+00,-3.05780e+00,-1.41053e+00,5.17467e+00
2024-01-01T00:00:05.000564145Z,3.92289e+00,-3.04241e+00,-1.40817e+00,5.16025e+00
2024-01-01T00:00:05.063065067Z,3.92431e+00,-3.02862e+00,-1.44535e+00,5.16350e+00
2024-01-01T00:00:05.125565988Z,3.92719e+00,-3.00726e+00,-1.46137e+00,5.15771e+00
2024-01-01T00:00:05.188066910Z,3.90440e+00,-3.03436e+00,-1.47208e+00,5.15933e+00
2024-01-01T00:00:05.250567832Z,3.90427e+00,-3.02477e+00,-1.46605e+00,5.15188e+00
2024-01-01T00:00:05.313068754Z,3.89920e+00,-2.99688e+00,-1.47062e+00,5.13300e+00
2024-01-01T00:00:05.375569676Z,3.91142e+00,-3.01734e+00,-1.49269e+00,5.16058e+00
2024-01-01T00:00:05.438070598Z,3.92664e+00,-3.01114e+00,-1.50544e+00,5.17221e+00
2024-01-01T00:00:05.500571520Z,3.92772e+00,-3.00913e+00,-1.50966e+00,5.17310e+00
2024-01-01T00:00:05.563072441Z,3.90883e+00,-3.01126e+00,-1.50915e+00,5.15986e+00
2024-01-01T00:00:05.625573363Z,3.90804e+00,-3.01541e+00,-1.50236e+00,5.15970e+00
2024-01-01T00:00:05.688074285Z,3.91445e+00,-2.99529e+00,-1.50552e+00,5.15377e+00
2024-01-01T00:00:05.750575207Z,3.90939e+00,-2.96652e+00,-1.53422e+00,5.14174e+00
2024-01-01T00:00:05.813076129Z,3.90800e+00,-2.97782e+00,-1.54061e+00,5.14911e+00
2024-01-01T00:00:05.875577051Z,3.91957e+00,-2.99799e+00,-1.56378e+00,5.17652e+00
2024-01-01T00:00:05.938077973Z,3.90959e+00,-3.00680e+00,-1.57082e+00,5.17622e+00
2024-01-01T00:00:06.000578895Z,3.91453e+00,-3.01210e+00,-1.58042e+00,5.18595e+00
2024-01-01T00:00:06.063079816Z,3.90507e+00,-3.02154e+00,-1.59554e+00,5.18893e+00
2024-01-01T00:00:06.125580738Z,3.90201e+00,-2.99288e+00,-1.62233e+00,5.17831e+00
2024-01-01T00:00:06.188081660Z,3.91325e+00,-2.99906e+00,-1.64428e+00,5.19726e+00
2024-01-01T00:00:06.250582582Z,3.92279e+00,-3.00527e+00,-1.65412e+00,5.21115e+00
2024-01-01T00:00:06.313083504Z,3.91333e+00,-3.01144e+00,-1.63200e+00,5.20061e+00
2024-01-01T00:00:06.375584426Z,3.88608e+00,-3.01705e+00,-1.61717e+00,5.17875e+00
2024-01-01T00:00:06.438085348Z,3.87661e+00,-3.03223e+00,-1.60528e+00,5.17681e+00
2024-01-01T00:00:06.500586269Z,3.88823e+00,-3.05250e+00,-1.58934e+00,5.19250e+00
2024-01-01T00:00:06.563087191Z,3.90189e+00,-3.05654e+00,-1.58627e+00,5.20418e+00
2024-01-01T00:00:06.625588113Z,3.92165e+00,-3.06730e+00,-1.55442e+00,5.21573e+00
2024-01-01T00:00:06.688089035Z,3.87131e+00,-3.06381e+00,-1.53542e+00,5.17025e+00
2024-01-01T00:00:06.750589957Z,3.86686e+00,-3.08533e+00,-1.50778e+00,5.17159e+00
2024-01-01T00:00:06.813090879Z,3.86605e+00,-3.07162e+00,-1.52889e+00,5.16902e+00
2024-01-01T00:00:06.875591801Z,3.86756e+00,-3.05470e+00,-1.53997e+00,5.16340e+00
2024-01-01T00:00:06.938092722Z,3.88177e+00,-3.08485e+00,-1.51634e+00,5.18495e+00
2024-01-01T00:00:07.000593644Z,3.88677e+00,-3.11140e+00,-1.46911e+00,5.19096e+00
2024-01-01T00:00:07.063094566Z,3.91428e+00,-3.11895e+00,-1.46976e+00,5.21628e+00
2024-01-01T00:00:07.125595488Z,3.90766e+00,-3.11216e+00,-1.46862e+00,5.20694e+00
2024-01-01T00:00:07.188096410Z,3.89588e+00,-3.09336e+00,-1.44587e+00,5.18047e+00
2024-01-01T00:00:07.250597332Z,3.88310e+00,-3.14373e+00,-1.39835e+00,5.18815e+00
2024-01-01T00:00:07.313098254Z,3.86741e+00,-3.16687e+00,-1.39439e+00,5.18944e+00
2024-01-01T00:00:07.375599176Z,3.88312e+00,-3.16926e+00,-1.40145e+00,5.20451e+00
2024-01-01T00:00:07.438100097Z,3.89380e+00,-3.17436e+00,-1.40734e+00,5.21717e+00
2024-01-01T00:00:07.500601019Z,3.88546e+00,-3.18364e+00,-1.41648e+00,5.21908e+00
2024-01-01T00:00:07.563101941Z,3.88739e+00,-3.16539e+00,-1.42851e+00,5.21268e+00
2024-01-01T00:00:07.625602863Z,3.89462e+00,-3.14288e+00,-1.42458e+00,5.20338e+00
2024-01-01T00:00:07.688103785Z,3.89247e+00,-3.14015e+00,-1.42567e+00,5.20042e+00
2024-01-01T00:00:07.750604707Z,3.88533e+00,-3.13544e+00,-1.45464e+00,5.20027e+00
2024-01-01T00:00:07.813105629Z,3.90319e+00,-3.14690e+00,-1.44891e+00,5.21893e+00
2024-01-01T00:00:07.875606550Z,3.88678e+00,-3.13969e+00,-1.46630e+00,5.20719e+00
2024-01-01T00:00:07.938107472Z,3.88836e+00,-3.14127e+00,-1.49277e+00,5.21683e+00
2024-01-01T00:00:08.000608394Z,3.88489e+00,-3.12896e+00,-1.50661e+00,5.21082e+00
2024-01-01T00:00:08.063109316Z,3.87181e+00,-3.12655e+00,-1.51014e+00,5.20065e+00
2024-01-01T00:00:08.125610238Z,3.85885e+00,-3.14171e+00,-1.50800e+00,5.19953e+00
2024-01-01T00:00:08.188111160Z,3.86791e+00,-3.12818e+00,-1.52238e+00,5.20229e+00
2024-01-01T00:00:08.250612082Z,3.87694e+00,-3.12078e+00,-1.50569e+00,5.19972e+00
2024-01-01T00:00:08.313113003Z,3.86364e+00,-3.11864e+00,-1.51317e+00,5.19069e+00
2024-01-01T00:00:08.375613925Z,3.84630e+00,-3.11215e+00,-1.51933e+00,5.17570e+00
2024-01-01T00:00:08.438114847Z,3.84061e+00,-3.10419e+00,-1.53608e+00,5.17164e+00
2024-01-01T00:00:08.500615769Z,3.86703e+00,-3.09841e+00,-1.53935e+00,5.18880e+00
2024-01-01T00:00:08.563116691Z,3.85863e+00,-3.09090e+00,-1.52877e+00,5.17493e+00
2024-01-01T00:00:08.625617613Z,3.85227e+00,-3.10028e+00,-1.50457e+00,5.16870e+00
2024-01-01T00:00:08.688118535Z,3.86761e+00,-3.13349e+00,-1.51316e+00,5.20258e+00
2024-01-01T00:00:08.750619457Z,3.86198e+00,-3.11600e+00,-1.49139e+00,5.18156e+00
2024-01-01T00:00:08.813120378Z,3.85524e+00,-3.12682e+00,-1.47117e+00,5.17728e+00
2024-01-01T00:00:08.875621300Z,3.85007e+00,-3.12649e+00,-1.47089e+00,5.17316e+00
2024-01-01T00:00:08.938122222Z,3.85271e+00,-3.13109e+00,-1.47412e+00,5.17881e+00
2024-01-01T00:00:09.000623144Z,3.84898e+00,-3.13214e+00,-1.47692e+00,5.17748e+00
2024-01-01T00:00:09.063124066Z,3.85428e+00,-3.13846e+00,-1.47929e+00,5.18592e+00
2024-01-01T00:00:09.125624988Z,3.84962e+00,-3.13293e+00,-1.46777e+00,5.17583e+00
2024-01-01T00:00:09.188125910Z,3.85018e+00,-3.13583e+00,-1.43959e+00,5.17008e+00
2024-01-01T00:00:09.250626831Z,3.86385e+00,-3.14004e+00,-1.42318e+00,5.17828e+00
2024-01-01T00:00:09.313127753Z,3.86529e+00,-3.14028e+00,-1.40501e+00,5.17454e+00
2024-01-01T00:00:09.375628675Z,3.86752e+00,-3.15053e+00,-1.39816e+00,5.18057e+00
2024-01-01T00:00:09.438129597Z,3.87505e+00,-3.16011e+00,-1.37042e+00,5.18462e+00
2024-01-01T00:00:09.500630519Z,3.86936e+00,-3.15989e+00,-1.37897e+00,5.18251e+00
2024-01-01T00:00:09.563131441Z,3.87317e+00,-3.16169e+00,-1.40516e+00,5.19348e+00
2024-01-01T00:00:09.625632363Z,3.88479e+00,-3.17379e+00,-1.40883e+00,5.21051e+00
2024-01-01T00:00:09.688133285Z,3.88697e+00,-3.18281e+00,-1.42600e+00,5.22229e+00
2024-01-01T00:00:09.750634206Z,3.88179e+00,-3.15671e+00,-1.43393e+00,5.20473e+00
2024-01-01T00:00:09.813135128Z,3.89819e+00,-3.13910e+00,-1.45428e+00,5.21198e+00
2024-01-01T00:00:09.875636050Z,3.88510e+00,-3.10992e+00,-1.46570e+00,5.18786e+00
2024-01-01T00:00:09.938136972Z,3.87906e+00,-3.07733e+00,-1.46836e+00,5.16461e+00
2024-01-01T00:00:10.000637894Z,3.87844e+00,-3.08456e+00,-1.47215e+00,5.16953e+00
2024-01-01T00:00:10.063138816Z,3.87068e+00,-3.08931e+00,-1.46338e+00,5.16405e+00
2024-01-01T00:00:10.125639738Z,3.86975e+00,-3.06270e+00,-1.46840e+00,5.14892e+00
2024-01-01T00:00:10.188140659Z,3.86777e+00,-3.06266e+00,-1.48295e+00,5.15157e+00
2024-01-01T00:00:10.250641581Z,3.87466e+00,-3.06559e+00,-1.49302e+00,5.16139e+00
2024-01-01T00:00:10.313142503Z,3.89905e+00,-3.05450e+00,-1.48464e+00,5.17075e+00
2024-01-01T00:00:10.375643425Z,3.91434e+00,-3.05272e+00,-1.49706e+00,5.18482e+00
2024-01-01T00:00:10.438144347Z,3.90003e+00,-3.03409e+00,-1.49837e+00,5.16343e+00
2024-01-01T00:00:10.500645269Z,3.89621e+00,-3.01270e+00,-1.48913e+00,5.14532e+00
2024-01-01T00:00:10.563146191Z,3.90894e+00,-3.00474e+00,-1.48714e+00,5.14975e+00
2024-01-01T00:00:10.625647112Z,3.91187e+00,-3.01849e+00,-1.47392e+00,5.15621e+00
2024-01-01T00:00:10.688148034Z,3.89749e+00,-3.03030e+00,-1.47976e+00,5.15391e+00
2024-01-01T00:00:10.750648956Z,3.89436e+00,-3.03554e+00,-1.48005e+00,5.15471e+00
2024-01-01T00:00:10.813149878Z,3.90653e+00,-3.06175e+00,-1.48162e+00,5.17981e+00
2024-01-01T00:00:10.875650800Z,3.89234e+00,-3.06286e+00,-1.47711e+00,5.16848e+00
2024-01-01T00:00:10.938151722Z,3.91113e+00,-3.06714e+00,-1.46752e+00,5.18246e+00
2024-01-01T00:00:11.000652644Z,3.89649e+00,-3.06589e+00,-1.47596e+00,5.17308e+00
2024-01-01T00:00:11.063153566Z,3.89741e+00,-3.07309e+00,-1.47840e+00,5.17874e+00
2024-01-01T00:00:11.125654487Z,3.88825e+00,-3.04902e+00,-1.47963e+00,5.15794e+00
2024-01-01T00:00:11.188155409Z,3.88583e+00,-3.05846e+00,-1.46677e+00,5.15803e+00
2024-01-01T00:00:11.250656331Z,3.90188e+00,-3.06107e+00,-1.48304e+00,5.17631e+00
2024-01-01T00:00:11.313157253Z,3.89977e+00,-3.07812e+00,-1.46927e+00,5.18090e+00
2024-01-01T00:00:11.375658175Z,3.88833e+00,-3.08834e+00,-1.47794e+00,5.18085e+00
2024-01-01T00:00:11.438159097Z,3.90640e+00,-3.07623e+00,-1.47185e+00,5.18551e+00
2024-01-01T00:00:11.500660019Z,3.88773e+00,-3.07153e+00,-1.44754e+00,5.16179e+00
2024-01-01T00:00:11.563160940Z,3.87120e+00,-3.07444e+00,-1.47279e+00,5.15824e+00
2024-01-01T00:00:11.625661862Z,3.89078e+00,-3.09514e+00,-1.47132e+00,5.18487e+00
2024-01-01T00:00:11.688162784Z,3.89659e+00,-3.09591e+00,-1.48576e+00,5.19380e+00
2024-01-01T00:00:11.750663706Z,3.90630e+00,-3.08214e+00,-1.48205e+00,5.19184e+00
2024-01-01T00:00:11.813164628Z,3.90317e+00,-3.09272e+00,-1.47794e+00,5.19461e+00
2024-01-01T00:00:11.875665550Z,3.92145e+00,-3.08609e+00,-1.45067e+00,5.19675e+00
2024-01-01T00:00:11.938166472Z,3.89271e+00,-3.07940e+00,-1.42954e+00,5.16522e+00
2024-01-01T00:00:12.000667393Z,3.91353e+00,-3.08761e+00,-1.42779e+00,5.18533e+00
2024-01-01T00:00:12.063168315Z,3.90836e+00,-3.09472e+00,-1.42237e+00,5.18418e+00
2024-01-01T00:00:12.125669237Z,3.90399e+00,-3.10358e+00,-1.41901e+00,5.18527e+00
2024-01-01T00:00:12.188170159Z,3.91818e+00,-3.09413e+00,-1.41449e+00,5.18909e+00
2024-01-01T00:00:12.250671081Z,3.91307e+00,-3.10076e+00,-1.43616e+00,5.19513e+00
2024-01-01T00:00:12.313172003Z,3.92533e+00,-3.09509e+00,-1.43153e+00,5.19972e+00
2024-01-01T00:00:12.375672925Z,3.94874e+00,-3.09946e+00,-1.43678e+00,5.22144e+00
2024-01-01T00:00:12.438173847Z,3.94108e+00,-3.06684e+00,-1.44255e+00,5.19794e+00
2024-01-01T00:00:12.500674768Z,3.92889e+00,-3.05975e+00,-1.44939e+00,5.18642e+00
2024-01-01T00:00:12.563175690Z,3.93664e+00,-3.07048e+00,-1.42852e+00,5.19285e+00
2024-01-01T00:00:12.625676612Z,3.93397e+00,-3.06423e+00,-1.42485e+00,5.18612e+00
2024-01-01T00:00:12.688177534Z,3.91386e+00,-3.06533e+00,-1.43526e+00,5.17441e+00
2024-01-01T00:00:12.750678456Z,3.93035e+00,-3.04181e+00,-1.43856e+00,5.17395e+00
2024-01-01T00:00:12.813179378Z,3.93043e+00,-3.06393e+00,-1.43939e+00,5.18727e+00
2024-01-01T00:00:12.875680300Z,3.94005e+00,-3.05924e+00,-1.43945e+00,5.19181e+00
2024-01-01T00:00:12.938181221Z,3.94896e+00,-3.06452e+00,-1.43553e+00,5.20061e+00
2024-01-01T00:00:13.000682143Z,3.93964e+00,-3.04344e+00,-1.44824e+00,5.18466e+00
2024-01-01T00:00:13.063183065Z,3.94590e+00,-3.03682e+00,-1.47619e+00,5.19342e+00
2024-01-01T00:00:13.125683987Z,3.91444e+00,-3.03728e+00,-1.50281e+00,5.17749e+00
2024-01-01T00:00:13.188184909Z,3.91502e+00,-3.01852e+00,-1.50303e+00,5.16701e+00
2024-01-01T00:00:13.250685831Z,3.91844e+00,-3.04202e+00,-1.50288e+00,5.18331e+00
2024-01-01T00:00:13.313186753Z,3.90473e+00,-3.04819e+00,-1.49841e+00,5.17529e+00
2024-01-01T00:00:13.375687674Z,3.88863e+00,-3.03961e+00,-1.49057e+00,5.15582e+00
2024-01-01T00:00:13.438188596Z,3.89071e+00,-3.04166e+00,-1.49909e+00,5.16107e+00
2024-01-01T00:00:13.500689518Z,3.90035e+00,-3.03413e+00,-1.53011e+00,5.17299e+00
2024-01-01T00:00:13.563190440Z,3.86929e+00,-3.02632e+00,-1.55148e+00,5.15142e+00
2024-01-01T00:00:13.625691362Z,3.88565e+00,-3.02917e+00,-1.55481e+00,5.16639e+00
2024-01-01T00:00:13.688192284Z,3.90434e+00,-3.04448e+00,-1.53523e+00,5.18359e+00
2024-01-01T00:00:13.750693206Z,3.91448e+00,-3.02463e+00,-1.54999e+00,5.18401e+00
2024-01-01T00:00:13.813194128Z,3.91887e+00,-3.03702e+00,-1.55963e+00,5.19745e+00
2024-01-01T00:00:13.875695049Z,3.90766e+00,-3.00637e+00,-1.57996e+00,5.17729e+00
2024-01-01T00:00:13.938195971Z,3.91674e+00,-3.00499e+00,-1.57665e+00,5.18234e+00
2024-01-01T00:00:14.000696893Z,3.93286e+00,-3.02320e+00,-1.56990e+00,5.20305e+00
2024-01-01T00:00:14.063197815Z,3.91880e+00,-3.02684e+00,-1.57015e+00,5.19462e+00
2024-01-01T00:00:14.125698737Z,3.91554e+00,-3.03534e+00,-1.56506e+00,5.19559e+00
2024-01-01T00:00:14.188199659Z,3.91536e+00,-3.03640e+00,-1.57016e+00,5.19761e+00
2024-01-01T00:00:14.250700581Z,3.92732e+00,-3.02176e+00,-1.56483e+00,5.19650e+00
2024-01-01T00:00:14.313201502Z,3.91893e+00,-3.02591e+00,-1.57544e+00,5.19578e+00
2024-01-01T00:00:14.375702424Z,3.91983e+00,-3.01325e+00,-1.58449e+00,5.19186e+00
2024-01-01T00:00:14.438203346Z,3.91026e+00,-2.99792e+00,-1.57675e+00,5.17338e+00
2024-01-01T00:00:14.500704268Z,3.90802e+00,-2.99994e+00,-1.57762e+00,5.17312e+00
2024-01-01T00:00:14.563205190Z,3.89263e+00,-2.99426e+00,-1.58163e+00,5.15943e+00
2024-01-01T00:00:14.625706112Z,3.90260e+00,-3.00040e+00,-1.56917e+00,5.16672e+00
2024-01-01T00:00:14.688207034Z,3.89678e+00,-3.00142e+00,-1.56574e+00,5.16187e+00
2024-01-01T00:00:14.750707956Z,3.89127e+00,-3.00809e+00,-1.59152e+00,5.16948e+00
2024-01-01T00:00:14.813208877Z,3.88984e+00,-2.99130e+00,-1.58926e+00,5.15795e+00
2024-01-01T00:00:14.875709799Z,3.87699e+00,-2.97679e+00,-1.55911e+00,5.13060e+00
2024-01-01T00:00:14.938210721Z,3.88995e+00,-2.98513e+00,-1.56288e+00,5.14639e+00
2024-01-01T00:00:15.000711643Z,3.89449e+00,-3.00181e+00,-1.56210e+00,5.15927e+00
2024-01-01T00:00:15.063212565Z,3.88664e+00,-3.00265e+00,-1.57054e+00,5.15640e+00
2024-01-01T00:00:15.125713487Z,3.88078e+00,-3.01765e+00,-1.53787e+00,5.15090e+00
2024-01-01T00:00:15.188214409Z,3.88677e+00,-3.01417e+00,-1.54009e+00,5.15403e+00
2024-01-01T00:00:15.250715330Z,3.85765e+00,-3.03779e+00,-1.54824e+00,5.14846e+00
2024-01-01T00:00:15.313216252Z,3.85480e+00,-3.05238e+00,-1.53685e+00,5.15154e+00
2024-01-01T00:00:15.375717174Z,3.85537e+00,-3.02441e+00,-1.52656e+00,5.13238e+00
2024-01-01T00:00:15.438218096Z,3.86274e+00,-3.04460e+00,-1.51378e+00,5.14605e+00
2024-01-01T00:00:15.500719018Z,3.85184e+00,-3.06931e+00,-1.50087e+00,5.14878e+00
2024-01-01T00:00:15.563219940Z,3.85307e+00,-3.07384e+00,-1.46852e+00,5.14307e+00
2024-01-01T00:00:15.625720862Z,3.84174e+00,-3.07510e+00,-1.46357e+00,5.13393e+00
2024-01-01T00:00:15.688221783Z,3.82627e+00,-3.08478e+00,-1.48052e+00,5.13304e+00
2024-01-01T00:00:15.750722705Z,3.82155e+00,-3.08131e+00,-1.46287e+00,5.12238e+00
2024-01-01T00:00:15.813223627Z,3.83476e+00,-3.08808e+00,-1.43324e+00,5.12794e+00
2024-01-01T00:00:15.875724549Z,3.82600e+00,-3.08687e+00,-1.43446e+00,5.12101e+00
2024-01-01T00:00:15.938225471Z,3.83970e+00,-3.09520e+00,-1.43905e+00,5.13756e+00
2024-01-01T00:00:16.000726393Z,3.80151e+00,-3.11007e+00,-1.44152e+00,5.11879e+00
2024-01-01T00:00:16.063227315Z,3.82356e+00,-3.10923e+00,-1.42949e+00,5.13131e+00
2024-01-01T00:00:16.125728237Z,3.84048e+00,-3.14670e+00,-1.40607e+00,5.16024e+00
2024-01-01T00:00:16.188229158Z,3.83545e+00,-3.16114e+00,-1.37730e+00,5.15756e+00
