dim,temperature,k_factor,optimal_phi,shift
65536,1,110883.093757,0.374995392938,0.000004607062
65536,10,20160.562501,0.374974656771,0.000025343229
65536,100,2195.704827,0.374766899310,0.000233100690
65536,1000,221.544643,0.372648918168,0.002351081832
65536,10000,22.174401,0.346359820297,0.028640179703
65536,100000,2.217640,0.000000000000,0.375000000000
65536,1000000,0.221766,0.000000000000,0.375000000000
65536,1000000000,0.000222,0.000000000000,0.375000000000
65536,1000000000000,0.000000,0.000000000000,0.375000000000
1048576,0,3548259.000237,0.374999856035,0.000000143965
1048576,0.001,3544714.285951,0.374999855891,0.000000144109
1048576,0.01,3513127.723007,0.374999854595,0.000000145405
1048576,0.1,3225690.000215,0.374999841638,0.000000158362
1048576,1,1774129.500118,0.374999712069,0.000000287931
1048576,10,322569.000022,0.374998416362,0.000001583638
1048576,100,35131.277230,0.374985457754,0.000014542246
1048576,1000,3544.714286,0.374855717207,0.000144282793
1048576,10000,354.790421,0.373542665157,0.001457334843
1048576,100000,35.482235,0.358614868712,0.016385131288
1048576,1000000,3.548255,0.000000000000,0.375000000000
1048576,1000000000,0.003548,0.000000000000,0.375000000000
1048576,1000000000000,0.000004,0.000000000000,0.375000000000
16777216,0,56772144.003789,0.374999991002,0.000000008998
16777216,0.001,56715428.575214,0.374999990993,0.000000009007
16777216,0.01,56210043.568108,0.374999990912,0.000000009088
16777216,0.1,51611040.003445,0.374999990102,0.000000009898
16777216,1,28386072.001895,0.374999982004,0.000000017996
16777216,10,5161104.000344,0.374999901024,0.000000098976
16777216,100,562100.435681,0.374999091213,0.000000908787
16777216,1000,56715.428575,0.374990992503,0.000009007497
16777216,10000,5676.646736,0.374909945096,0.000090054904
16777216,100000,567.715763,0.374093391926,0.000906608074
16777216,1000000,56.772087,0.365266749900,0.009733250100
16777216,1000000000,0.056772,0.000000000000,0.375000000000
16777216,1000000000000,0.000057,0.000000000000,0.375000000000
268435456,0,908354304.060629,0.374999999438,0.000000000562
268435456,0.001,907446857.203426,0.374999999437,0.000000000563
268435456,0.01,899360697.089732,0.374999999432,0.000000000568
268435456,0.1,825776640.055117,0.374999999381,0.000000000619
268435456,1,454177152.030314,0.374999998875,0.000000001125
268435456,10,82577664.005512,0.374999993814,0.000000006186
268435456,100,8993606.970897,0.374999943201,0.000000056799
268435456,1000,907446.857203,0.374999437071,0.000000562929
268435456,10000,90826.347771,0.374994375535,0.000005624465
268435456,100000,9083.452206,0.374943736624,0.000056263376
268435456,1000000,908.353396,0.374434980810,0.000565019190
268435456,1000000000,0.908354,0.000000000000,0.375000000000
268435456,1000000000000,0.000908,0.000000000000,0.375000000000
1073741824,0,3633417216.242516,0.374999999859,0.000000000141
1073741824,0.001,3629787428.813702,0.374999999859,0.000000000141
1073741824,0.01,3597442788.358926,0.374999999858,0.000000000142
1073741824,0.1,3303106560.220468,0.374999999845,0.000000000155
1073741824,1,1816708608.121258,0.374999999719,0.000000000281
1073741824,10,330310656.022047,0.374999998453,0.000000001547
1073741824,100,35974427.883589,0.374999985800,0.000000014200
1073741824,1000,3629787.428814,0.374999859268,0.000000140732
1073741824,10000,363305.391085,0.374998593933,0.000001406067
1073741824,100000,36333.808824,0.374985939112,0.000014060888
1073741824,1000000,3633.413583,0.374859243596,0.000140756404
1073741824,1000000000,3.633417,0.000000000000,0.375000000000
1073741824,1000000000000,0.003633,0.000000000000,0.375000000000
4294967296,0,14533668864.970062,0.374999999965,0.000000000035
4294967296,0.001,14519149715.254808,0.374999999965,0.000000000035
4294967296,0.01,14389771153.435705,0.374999999965,0.000000000035
4294967296,0.1,13212426240.881872,0.374999999961,0.000000000039
4294967296,1,7266834432.485031,0.374999999930,0.000000000070
4294967296,10,1321242624.088187,0.374999999613,0.000000000387
4294967296,100,143897711.534357,0.374999996450,0.000000003550
4294967296,1000,14519149.715255,0.374999964817,0.000000035183
4294967296,10000,1453221.564341,0.374999648486,0.000000351514
4294967296,100000,145335.235297,0.374996485088,0.000003514912
4294967296,1000000,14533.654331,0.374964841903,0.000035158097
4294967296,1000000000,14.533669,0.324578486064,0.050421513936
4294967296,1000000000000,0.014534,0.000000000000,0.375000000000
68719476736,0,232538701839.520996,0.374999999998,0.000000000002
68719476736,0.001,232306395444.076935,0.374999999998,0.000000000002
68719476736,0.01,230236338454.971283,0.374999999998,0.000000000002
68719476736,0.1,211398819854.109955,0.374999999998,0.000000000002
68719476736,1,116269350919.760498,0.374999999996,0.000000000004
68719476736,10,21139881985.410999,0.374999999976,0.000000000024
68719476736,100,2302363384.549713,0.374999999778,0.000000000222
68719476736,1000,232306395.444077,0.374999997801,0.000000002199
68719476736,10000,23251545.029449,0.374999978030,0.000000021970
68719476736,100000,2325363.764758,0.374999780324,0.000000219676
68719476736,1000000,232538.469301,0.374997803224,0.000002196776
68719476736,1000000000,232.538702,0.372762156428,0.002237843572
68719476736,1000000000000,0.232539,0.000000000000,0.375000000000
1099511627776,0,3720619229432.335938,0.375000000000,0.000000000000
1099511627776,0.001,3716902327105.230957,0.375000000000,0.000000000000
1099511627776,0.01,3683781415279.540527,0.375000000000,0.000000000000
1099511627776,0.1,3382381117665.759277,0.375000000000,0.000000000000
1099511627776,1,1860309614716.167969,0.375000000000,0.000000000000
1099511627776,10,338238111766.575989,0.374999999998,0.000000000002
1099511627776,100,36837814152.795403,0.374999999986,0.000000000014
1099511627776,1000,3716902327.105231,0.374999999863,0.000000000137
1099511627776,10000,372024720.471186,0.374999998627,0.000000001373
1099511627776,100000,37205820.236121,0.374999986270,0.000000013730
1099511627776,1000000,3720615.508817,0.374999862704,0.000000137296
1099511627776,1000000000,3720.619226,0.374862546500,0.000137453500
1099511627776,1000000000000,3.720619,0.000000000000,0.375000000000
